NA2O(WT%),MGO(WT%),AL2O3(WT%),SIO2(WT%),P2O5(WT%),K2O(WT%),CAO(WT%),TIO2(WT%),MNO(WT%),FEOT(WT%),RB(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),BA(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),TH(PPM),TECTONIC SETTING,longitude,latitude,AGE,PUBLICATION_YEAR
3.3,5.07,18.08,49.32,0.61,1.63,10.26,1.62,0.17,,17.6,227.0,218.0,,,218.0,494.0,25.8,150.0,27.2,18.6,37.5,4.44,19.1,4.22,1.43,4.37,0.73,4.38,0.88,2.56,2.35,0.36,3.28,2.06,2.41,BACK-ARC_BASIN,136.991,29.654,10.23,2009
2.5,7.69,15.92,50.0,0.1,0.29,12.04,1.54,0.17,,5.0,239.0,292.0,41.0,104.0,64.0,175.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.518,-16.3128,,1991
2.263,7.308,14.914,51.01,0.09,0.075,12.056,1.05,0.188,9.818,1.1055,304.384,137.047,41.251,60.249,15.1539,88.375,27.198,59.866,0.967,1.802,6.131,1.13,6.433,2.31,0.879,3.525,0.633,4.327,0.958,2.776,2.787,0.433,1.644,0.071,0.093,BACK-ARC_BASIN,-176.153,-20.4277,,2013
3.15,7.67,16.58,50.7,0.19,0.34,11.12,1.29,0.16,,5.0,,270.0,,63.0,49.0,193.0,29.0,107.0,3.0,8.0,17.0,,11.1,3.29,1.25,,,4.69,,3.03,2.87,,2.6,0.78,4.0,BACK-ARC_BASIN,-30.658,-56.393,,1977; 1979; 1980
2.61,6.26,15.8,49.4,0.15,0.42,11.31,1.26,0.13,,8.0,,42.0,,39.0,34.0,204.0,30.0,93.0,,3.0,18.0,,,,1.15,,0.68,,,,,,2.23,,0.38,BACK-ARC_BASIN,136.057,28.9833,,1980; 1980
2.95,7.74,14.9,49.0,0.11,0.39,11.43,1.02,0.15,9.84,4.0,,116.0,,220.0,29.0,155.0,26.0,62.0,3.0,5.0,7.0,,7.0,,,,,,,,,,,,1.0,BACK-ARC_BASIN,136.536,18.031,,1980
3.24,7.43,16.0,50.2,0.14,0.37,10.73,1.21,0.13,8.01,5.0,,228.0,,66.0,19.0,154.0,20.0,94.0,4.0,3.1,13.0,,,,1.17,,0.63,,,,,,2.27,,0.0,BACK-ARC_BASIN,136.057,28.984,,1980; 1981
2.57,8.54,15.56,50.44,0.11,0.31,10.5,1.1,0.15,,8.0,267.0,350.0,38.0,170.0,118.0,313.0,27.8,124.0,4.8,7.34,17.0,2.11,10.3,3.13,1.18,3.48,0.62,4.01,0.86,2.56,2.37,0.353,2.2,0.18,0.74,BACK-ARC_BASIN,143.283,21.3544,,2016
3.85,6.59,19.0,47.74,0.19,0.05,12.39,1.15,0.13,7.42,1.0,199.0,,,96.0,25.0,184.0,27.0,95.0,2.0,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.856,-18.5675,,1994
1.46,9.26,14.64,51.67,0.17,0.31,11.32,0.62,0.16,,6.0,,,,132.0,,144.0,19.0,38.0,1.0,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.775,-20.709,,1994
2.4,7.71,15.61,49.82,0.15,0.26,12.81,1.44,0.2,9.51,6.33,286.0,274.0,44.2,104.6,53.3,180.0,21.9,103.0,5.24,5.68,15.0,2.26,10.8,3.05,1.16,3.71,0.63,4.04,0.878,2.43,2.41,0.375,2.13,0.307,0.532,BACK-ARC_BASIN,-176.05,14.79,,2012
2.57,5.52,13.15,51.12,0.14,0.09,9.92,1.88,0.26,15.11,1.28,,9.0,,26.9,11.38,85.82,49.38,117.0,1.86,3.23,10.48,1.94,12.22,4.13,1.29,,1.28,7.85,1.74,5.08,5.59,,,0.11,0.13,BACK-ARC_BASIN,-176.563,-18.86,,2008
4.04,6.82,16.17,47.46,0.47,2.38,6.14,2.55,0.18,,40.0,202.0,156.0,,110.0,478.0,532.0,33.0,219.0,42.0,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,147.61,17.95,,1983
2.7,7.54,17.15,51.04,0.12,0.17,11.84,1.06,,7.59,2.48,216.0,,,146.0,31.0,176.0,23.0,91.0,,,10.5,,8.64,2.66,1.03,3.38,,4.24,,2.51,2.4,0.35,,,,BACK-ARC_BASIN,144.7,18.01,,1987
2.05,8.46,15.52,50.64,0.06,0.05,13.25,0.93,0.2,9.63,0.3,,324.0,,116.3,3.87,31.27,11.75,39.0,0.77,0.65,2.64,0.49,2.43,0.97,0.35,,0.25,1.6,0.38,,1.11,,,,0.09,BACK-ARC_BASIN,-176.255,-18.2283,,2012; 2008
2.53,6.42,13.38,50.68,0.1,0.06,10.91,1.37,0.21,,0.5,392.0,84.0,,51.0,6.0,71.0,31.0,74.0,1.1,2.1,6.5,,,3.0,1.1,4.2,,,1.1,,3.75,0.59,1.6,,2.0,BACK-ARC_BASIN,150.082,-3.382,,1998; 2003; 2004
3.17206,5.99342,14.17592,49.62986,0.18386,0.26856,10.95484,2.12816,0.23154,12.73398,6.17247283174791,400.435008366335,57.7344250191741,45.4105627225974,43.4880209022906,47.8253557029846,183.446737586599,35.8108623391968,121.561333520345,4.10908699774288,5.40037647760436,14.8635712154658,2.55462760742976,13.4940921102375,4.16106453929919,1.50981553475583,5.39021519677126,0.978713000863001,6.1630938794865,1.31578471836178,3.72346405360216,3.65139477766651,0.559800527711678,3.13927078424272,0.293488276545545,0.266895908026073,BACK-ARC_BASIN,-176.27,-14.96,,2012
2.99,6.34,16.5,51.7,0.2,0.42,11.7,1.11,,7.72,7.09,219.0,195.0,33.4,76.0,94.4,306.0,24.3,92.1,4.93,9.02,20.3,2.82,12.7,3.33,1.19,4.03,0.64,4.02,0.83,2.45,2.58,0.35,2.09,0.307,1.164,BACK-ARC_BASIN,143.93,20.31,,1998; 2000; 2005
2.34,7.99,16.89,49.0,0.1,0.11,11.7,0.96,0.1,7.62,3.1,97.0,236.0,27.0,63.0,28.0,191.0,25.0,68.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,144.532,18.013,,1982
2.22,6.87,15.59,50.94,0.072,0.107,11.96,0.98,0.2,9.43,1.42,286.0,121.0,38.9,58.0,15.6,116.0,23.0,48.2,0.62,1.52,5.24,0.94,5.39,1.91,0.75,0.54,2.95,3.67,0.82,2.37,2.4,0.38,1.33,0.05,0.069,BACK-ARC_BASIN,-176.133,-20.06,,2009
2.97,6.67,13.92,51.5,0.12,0.2,10.98,1.44,0.21,,5.0,273.0,101.0,46.0,40.0,33.0,113.0,39.0,104.0,3.9,3.2,,,10.5,,1.35,,,5.9,,4.0,3.55,,,,,BACK-ARC_BASIN,173.874,-17.1528,,1991; 1994
2.56,9.98,16.05,50.83,0.19,0.67,10.81,0.89,0.15,7.52,15.0,238.0,580.0,48.0,270.0,137.0,332.0,20.2,74.0,4.1,10.3,20.8,2.49,11.0,3.07,1.14,3.17,0.55,3.59,0.76,2.18,1.98,0.297,1.9,0.22,1.1,BACK-ARC_BASIN,143.214,21.609,,2016
3.16,4.8,14.7,45.8,0.37,2.04,11.14,3.67,0.36,9.79,36.0,,18.0,,29.0,313.0,689.0,27.0,206.0,27.0,22.0,45.0,,,,2.71,,0.9,,,,,,5.1,,1.0,BACK-ARC_BASIN,132.775,24.701,,1980; 1981
3.2,6.63,15.46,50.92,0.34,0.39,10.48,1.69,0.19,8.73,7.51,,179.0,33.7,80.8,100.0,179.0,33.5,115.0,5.06,5.86,16.0,2.59,13.2,4.26,1.44,5.4,0.948,6.26,1.33,3.98,3.6,0.532,3.32,0.325,0.54,BACK-ARC_BASIN,-30.715,-56.85,,2002
3.03,6.46,16.0,50.2,0.14,0.33,11.98,1.19,0.11,8.02,8.0,,222.0,,42.0,28.0,187.0,29.0,85.0,3.0,3.0,12.0,,,,,,,,,,,,,,0.0,BACK-ARC_BASIN,136.057,28.984,,1980
2.3,8.1,15.92,50.11,0.11,0.18,12.46,0.95,0.16,,4.6,257.6,363.3,,105.0,32.0,127.1,25.2,63.8,1.9,3.13,9.41,1.55,8.23,2.7,1.04,4.09,,4.47,,2.48,2.29,,1.41,,,BACK-ARC_BASIN,-174.817,-15.6092,,1992
1.73,8.85,15.85,51.8,0.06,0.1,12.58,0.71,0.15,,2.0,295.0,390.0,38.0,106.0,20.3,119.0,15.8,31.6,0.38,1.19,3.85,0.73,4.14,1.51,0.62,2.01,0.41,2.63,0.56,1.69,1.76,0.28,0.86,0.02,,BACK-ARC_BASIN,-176.133,-20.567,,1995
2.88,7.51,15.3,49.2,0.17,0.21,11.8,1.6,0.19,,3.28,313.0,135.0,41.2,64.5,38.2,151.0,33.9,97.0,5.3,5.4,13.7,2.2,11.2,3.6,1.3,5.1,0.9,6.0,1.2,3.8,3.5,0.55,2.7,0.34,0.44,BACK-ARC_BASIN,173.499,-18.828,,2019
2.59,4.66,16.3,49.1,0.32,0.5,12.12,1.6,0.19,10.33,8.0,,194.0,,67.0,36.0,181.0,40.0,120.0,3.0,4.0,17.0,,,,,,,,,,,,,,0.0,BACK-ARC_BASIN,136.057,28.984,,1980
2.73,5.17,13.32,51.71,0.36,0.62,9.04,2.77,0.23,,13.0,329.0,51.0,,31.0,158.0,251.0,40.0,183.0,21.0,14.1,34.4,4.53,23.4,6.83,2.65,7.91,,7.98,,4.35,3.55,,,,6.0,BACK-ARC_BASIN,173.94,-13.285,,1990
2.66,6.73,14.5,50.6,0.17,0.56,11.1,1.49,0.14,,9.1,263.0,252.0,71.2,124.0,72.2,166.0,31.4,111.0,9.07,7.03,17.2,2.64,12.9,3.9,1.38,4.92,0.85,5.34,1.12,3.05,2.84,0.44,2.91,0.56,0.78,BACK-ARC_BASIN,114.923,13.2072,,2025
2.064,9.135,15.785,50.03,0.06,0.022,12.925,0.888,0.175,9.075,0.5266,258.691,396.858,45.317,116.576,4.4998,83.423,24.068,47.826,0.652,1.348,4.794,0.894,5.18,1.913,0.765,3.011,0.549,3.826,0.85,2.457,2.491,0.388,1.326,0.05,0.063,BACK-ARC_BASIN,-176.172,-20.4304,,2013
2.51,7.85,14.58,50.2,0.1,0.1,12.26,1.53,0.18,,2.0,280.0,298.0,44.0,93.0,30.0,112.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.368,-19.9533,,1991
1.74,7.35,18.0,48.09,0.09,0.17,13.31,0.72,,9.18,4.8,316.0,159.0,,72.0,26.0,221.0,13.0,33.0,1.6,,5.3,,4.5,1.4,0.6,1.9,,2.0,,1.2,1.2,,,,,BACK-ARC_BASIN,139.87,31.018,,1990
3.01,7.57,16.58,51.41,0.18,0.37,10.98,1.26,,7.58,4.0,223.0,291.0,34.4,108.0,36.0,200.0,28.1,92.8,3.57,5.91,14.41,2.31,11.17,3.25,1.17,3.91,0.66,4.38,0.92,2.62,2.57,0.4,2.31,0.235,0.443,BACK-ARC_BASIN,144.73,18.15,,1998; 2000; 2005
3.11,6.94,16.32,51.22,0.16,0.19,11.2,1.39,,9.17,,240.0,,,156.0,,189.0,24.0,97.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,144.88,18.0,,1987
3.38,6.69,15.99,51.34,0.2,0.35,11.36,1.54,0.16,8.91,,,,,,54.0,,,,,6.13,13.61,2.36,12.87,4.0,1.42,4.8,0.82,5.68,1.15,3.33,3.23,0.46,,,0.371,BACK-ARC_BASIN,-29.95,-60.07,,2008; 2003; 1980
3.67,6.44,15.42,51.57,0.18,0.26,10.9,1.72,,9.67,2.31,,,,,28.8,197.0,,,,5.85,16.9,,13.4,4.24,1.59,5.75,,6.14,,3.83,3.62,,,,,BACK-ARC_BASIN,144.497,15.085,,1996
2.57,8.99,17.2,50.0,0.1,0.12,11.54,1.05,0.13,,1.0,,191.0,,91.0,49.0,170.0,21.0,78.0,1.0,,7.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.862,-18.568,,1994
3.1,5.77,16.49,50.57,0.18,0.36,11.36,1.49,0.18,9.74,5.0,,6.0,,27.0,64.0,210.0,31.0,113.0,2.0,,14.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.862,-18.5676,,1994
2.48833930621303,7.67779097501441,17.4215683037306,48.517388456755,0.110768761362599,0.25230010272881,11.6713139789934,0.893226545259266,0.130348583618894,6.7,5.59630557189721,220.205464916802,308.841496235711,35.7327808325056,117.078513778949,50.998116389594,227.499928691709,20.1638106676837,66.052524181856,2.20213001105339,4.82876977101242,11.8827458570284,1.82546901729938,8.92281104914465,2.69008415416365,1.01570482984841,3.34606491024211,0.5751766949074,3.66954735391035,0.794591260353604,2.23268367590864,2.09310451830872,0.306886427989658,1.69940290952339,0.130461438140401,0.431931720467215,BACK-ARC_BASIN,144.7,18.267,,1993; 2019
2.62,6.82,16.0,50.1,0.12,0.25,12.62,1.29,0.13,8.09,5.0,,310.0,,120.0,29.0,165.0,30.0,94.0,1.0,4.0,11.0,,,,,,,,,,,,,,0.0,BACK-ARC_BASIN,137.44,29.328,,1980
2.61,5.38,13.1,51.0,0.4,0.77,9.02,3.42,0.15,,12.0,,50.0,,51.0,179.0,393.0,37.0,255.0,27.0,27.0,60.0,,,,,,,,,,,,,,1.0,BACK-ARC_BASIN,132.775,24.7007,,1980
2.28,8.25,16.99,48.59,0.48,0.15,12.11,0.96,0.15,9.6,1.4,,,,46.0,10.0,255.0,28.0,52.0,1.0,5.1,,,,,,,,,,,,,,,,BACK-ARC_BASIN,139.87,30.916,,1992
1.88,7.25,13.99,50.01,0.1,0.15,12.01,1.35,0.2,,1.54,,248.0,443.0,78.0,18.3,88.9,355.0,76.0,3.2,2.19,6.2,,7.84,3.0,1.19,,0.751,,,,3.3,,2.11,0.146,0.142,BACK-ARC_BASIN,-176.39,-18.5725,,1990
2.62,7.41,16.85,49.7,0.18,0.48,11.27,1.13,0.17,,,309.0,228.0,,92.0,39.0,249.0,24.0,77.0,,,12.5,,10.0,3.0,1.1,3.6,,3.9,,2.3,2.2,,,,,BACK-ARC_BASIN,139.775,30.94,,1990
2.86,7.37,14.86,50.1,0.2,0.22,11.8,1.78,0.17,,4.0,270.0,208.0,40.0,71.0,30.0,185.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.818,-16.6742,,1991
2.45,11.3,14.4,47.1,0.06,0.23,9.18,0.95,0.14,,3.99,181.0,494.0,101.0,402.0,20.0,111.0,24.2,52.3,1.48,2.1,6.44,1.13,6.08,2.07,0.85,3.04,0.56,3.87,0.86,2.46,2.45,0.39,1.51,0.13,0.13,BACK-ARC_BASIN,117.0,15.3923,,2025
2.83,7.07,16.43,52.24,0.15,0.25,10.83,1.28,0.15,7.73,5.24,214.0,281.0,32.6,109.0,67.5,185.0,25.2,91.7,5.62,5.27,13.86,2.06,9.77,2.96,1.06,3.51,0.62,4.12,0.87,2.44,2.41,0.37,2.22,0.35,0.52,BACK-ARC_BASIN,-29.5,-56.22,,2000
2.97,7.44,16.65,51.24,0.1,0.37,10.92,1.21,,7.49,4.0,228.0,286.0,35.3,109.0,38.0,205.0,29.6,93.3,3.26,6.42,15.33,2.44,11.65,3.32,1.19,3.96,0.67,4.41,0.93,2.63,2.58,0.4,2.27,0.215,0.487,BACK-ARC_BASIN,144.73,18.15,,1998; 2005
3.37,4.57,16.56,52.49,0.19,0.69,9.41,1.66,0.18,,8.2,352.0,7.0,36.0,21.0,48.2,175.0,31.3,110.0,1.21,3.94,12.05,2.1,10.93,3.8,1.31,4.86,0.86,5.7,1.26,3.57,3.21,0.51,2.83,0.12,0.27,BACK-ARC_BASIN,-177.856,-18.5675,,1994
3.12,9.15,15.65,49.5,0.39,0.9,9.6,2.22,0.15,,21.0,265.0,325.0,37.0,217.0,215.0,263.0,33.0,172.0,25.0,18.4,32.25,3.86,25.0,4.08,1.75,4.41,0.71,5.7,0.91,3.1,2.85,0.28,4.49,2.8,,BACK-ARC_BASIN,173.545,-16.305,,1994; 1994
2.08,7.42,14.99,51.53,0.06,0.06,12.4,0.93,0.19,9.73,0.47,,167.0,,80.3,,53.12,13.28,43.7,0.88,0.7,2.23,0.38,2.38,0.75,0.32,,0.2,1.32,0.3,0.82,0.89,,,,,BACK-ARC_BASIN,-176.967,-19.5567,,2008
3.6,7.17,17.4,49.3,0.14,0.22,10.74,1.36,,9.54,1.4,171.0,222.0,44.3,120.0,17.0,269.0,25.0,98.2,4.38,4.71,11.84,1.78,8.4,2.57,1.06,3.3,0.59,3.97,0.84,2.43,2.39,0.37,2.26,0.292,0.236,BACK-ARC_BASIN,144.787,16.9655,,2003; 2005
3.0,5.85,17.35,50.02,0.24,0.28,10.76,1.24,0.15,9.3,3.7,,,,56.0,11.0,265.0,26.0,88.0,0.2,6.7,,,,,,,,,,,,,,,,BACK-ARC_BASIN,139.87,30.916,,1992
3.08,5.22,17.03,47.59,0.24,0.61,10.78,1.44,0.22,,14.77,438.1,7.9,47.3,8.2,52.22,370.0,29.9,68.3,2.05,7.12,17.77,2.96,14.85,4.32,1.45,4.69,0.78,4.8,1.02,2.85,2.55,0.38,1.73,0.17,0.763,BACK-ARC_BASIN,139.33,31.75,,2000; 2001; 2010
2.79,7.91,16.0,50.76,0.18,0.21,11.02,1.35,0.16,8.34,2.65,251.0,341.0,39.0,168.0,24.0,156.0,30.0,98.0,1.0,4.39,,,10.05,3.21,,,,,,,,,,0.16,0.23,BACK-ARC_BASIN,144.7,18.5,,1990
2.78,6.71,15.6,49.6,0.14,0.31,12.84,1.18,0.12,7.73,5.0,,226.0,,74.0,32.0,179.0,27.0,90.0,3.0,3.0,9.0,,,,,,,,,,,,,,1.0,BACK-ARC_BASIN,136.057,28.984,,1980
2.68,6.73,15.2,49.9,0.17,0.39,12.2,1.69,0.14,,10.0,,237.0,,92.0,48.0,166.0,40.0,124.0,8.0,6.0,16.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,137.441,29.3275,,1980
2.47,7.53,15.1,50.0,0.08,0.12,12.27,1.4,0.18,,2.8,280.0,236.0,41.0,69.0,50.0,115.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,174.177,-21.175,,1991
,6.87,14.95,51.22,0.18,0.32,11.56,0.77,0.2,,5.5,,109.0,46.8,50.4,91.5,162.0,17.9,28.5,0.43,2.38,6.09,0.96,5.0,1.79,0.63,2.33,0.42,2.79,0.6,1.79,1.74,0.26,0.92,0.063,0.21,BACK-ARC_BASIN,-176.53,-22.16,,2009
2.74,8.4,16.62,51.32,0.19,0.46,11.56,1.02,0.14,7.53,7.3,238.0,295.0,36.0,107.0,97.0,287.0,21.0,75.0,5.4,6.82,15.6,2.22,10.3,2.83,1.01,3.28,0.56,3.38,0.72,2.05,1.86,0.27,1.8,0.33,0.7,BACK-ARC_BASIN,178.87,-34.48,,2011
3.17,5.99,14.18,49.63,0.18,0.27,10.95,2.13,0.23,12.73,5.81,384.0,29.3,43.8,36.4,47.8,174.0,33.7,122.0,4.11,4.92,14.9,2.55,12.9,4.07,1.48,5.39,0.914,6.16,1.32,3.72,3.65,0.549,3.05,0.287,0.267,BACK-ARC_BASIN,-176.27,-14.96,,2012
2.29,6.16,16.0,49.8,0.18,0.3,12.4,1.16,0.19,,,373.0,107.0,,35.0,31.0,261.0,25.0,62.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,139.767,30.897,,1990
2.65,7.32,16.41,50.63,0.18,0.46,12.2,1.32,0.16,,10.0,250.0,211.0,,84.0,115.0,270.0,21.0,79.0,12.0,7.7,17.6,2.38,11.3,3.14,1.14,3.42,,3.76,,2.19,1.85,,,,1.0,BACK-ARC_BASIN,173.588,-16.358,,1990
2.67,7.14,16.21,50.53,0.13,0.37,11.86,1.15,0.148,,6.13,247.0,272.0,40.0,84.0,13.5,174.0,25.0,93.0,3.91,2.99,9.6,,,,1.16,,0.6,,,,,,2.08,0.19,0.29,BACK-ARC_BASIN,145.18,17.912,,1982
2.56,8.56,15.8,49.3,0.12,0.07,11.35,1.27,0.17,8.56,2.0,,305.0,,96.0,33.0,147.0,29.0,90.0,3.0,2.6,6.0,,,,1.3,,0.63,,,,,,2.1,,0.0,BACK-ARC_BASIN,137.44,29.328,,1980; 1981
2.04,10.07,16.02,49.05,0.08,0.28,12.23,0.8,,,4.5,,,,,120.0,238.0,,,,5.51,12.1,,8.41,2.31,0.89,2.83,,3.12,,1.86,1.78,,,,,BACK-ARC_BASIN,143.1,21.78,,1990
2.33,7.43,14.43,51.4,0.1,0.1,11.28,1.39,0.18,,3.5,300.0,283.0,41.0,78.0,10.0,93.0,33.0,70.0,1.3,2.4,,,10.0,,1.0,,,5.3,,3.5,3.1,,,,,BACK-ARC_BASIN,173.491,-18.1488,,1991; 1994
2.83,6.09,13.6,50.5,0.41,0.86,9.43,3.61,0.14,,9.0,,174.0,,93.0,151.0,409.0,36.0,273.0,27.0,23.0,58.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,132.775,24.7007,,1980
3.45,4.83,16.01,51.95,0.28,0.24,8.91,1.65,,11.33,1.2,,,,6.0,17.0,273.0,29.0,85.0,1.2,6.1,,,,,,,,,,,,,,,,BACK-ARC_BASIN,139.87,30.916,,1992
2.65,6.98,17.14,51.15,0.15,0.31,11.93,1.02,0.18,7.31,4.69,229.0,,,86.0,40.0,205.6,24.0,75.0,1.0,29.0,,,8.99,2.7,,,,,,,,,,,,BACK-ARC_BASIN,144.7,18.3,,1990
2.32,7.21,13.94,50.71,0.1,0.05,11.29,1.29,0.21,,0.0,330.0,85.0,40.0,77.0,12.0,60.0,20.0,60.0,,2.6,8.0,,9.7,2.7,0.98,5.18,,7.8,1.0,3.8,3.3,,,,,BACK-ARC_BASIN,150.054,-3.349,,1997
2.2,8.28,17.17,49.0,0.09,0.29,11.55,0.9,0.11,7.53,1.8,135.0,331.0,34.0,140.0,55.0,220.0,24.0,60.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,144.532,18.013,,1982
2.69,6.96,14.29,50.52,0.11,0.08,11.36,1.48,0.2,11.56,0.74,351.0,143.0,44.7,66.0,8.2,85.0,39.4,82.4,1.28,2.39,8.18,1.5,8.63,3.42,1.25,5.01,0.93,6.24,1.37,3.95,3.89,0.59,2.41,0.105,0.113,BACK-ARC_BASIN,-176.445,-18.604,,1992; 2001
1.52,9.31,15.02,51.93,0.08,0.24,12.03,0.61,0.16,8.61,6.6,292.0,636.0,44.0,126.0,47.0,147.0,16.8,28.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.775,-20.6922,,1994
2.94,8.14,16.07,48.79,0.15,0.21,10.68,1.54,0.16,10.15,1.8,,,,118.0,51.0,201.0,26.0,91.0,1.5,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,138.232,40.189,MIOCENE,1994
1.74,7.11,18.01,49.28,0.1,0.28,13.7,0.55,0.17,,3.0,240.0,61.0,,52.0,167.0,298.0,11.0,27.0,1.0,3.0,6.8,,5.2,2.0,0.71,2.0,,2.2,,1.4,1.3,0.19,,,,BACK-ARC_BASIN,167.772,-12.172,,1994
1.84,8.11,16.18,50.5,0.06,0.06,12.82,0.82,0.15,,1.35,305.0,399.0,43.0,85.0,13.1,88.0,18.6,38.6,1.28,1.65,5.07,0.8,4.77,1.67,0.67,2.37,0.51,3.25,0.75,2.21,2.1,0.35,1.03,0.09,0.08,BACK-ARC_BASIN,-176.173,-19.277,,1995
1.52,7.83,15.4,51.01,0.08,0.23,12.7,0.68,0.16,,4.44,260.0,181.0,39.0,94.0,55.7,123.0,17.4,28.6,0.47,2.07,5.46,0.87,4.55,1.58,0.63,2.31,0.41,2.74,0.6,1.76,1.74,0.28,0.89,0.046,0.196,BACK-ARC_BASIN,-176.442,-21.822,,1998; 2009; 2001
3.84,4.83,17.4,48.1,0.26,0.29,10.4,1.55,0.19,,0.0,,190.0,37.0,,,230.0,,,,7.3,16.0,,,3.2,1.44,,1.5,5.2,,,4.4,0.4,2.7,0.85,0.0,BACK-ARC_BASIN,12.993,39.728,MIOCENE,1977
2.8,7.04,16.34,50.12,0.15,0.27,10.66,1.15,,,6.6,342.0,217.0,,74.0,44.0,230.0,22.0,57.0,1.4,,10.7,,9.1,2.8,1.1,3.4,,3.8,,2.3,2.2,,,,,BACK-ARC_BASIN,139.92,31.1,,1990
2.16,8.45,15.51,50.3,0.06,0.22,13.37,0.89,0.16,,4.0,315.0,378.0,40.0,88.0,21.5,216.0,19.7,44.1,2.39,3.35,8.82,1.35,6.84,2.02,0.75,2.49,0.47,3.14,0.69,1.95,1.93,0.29,1.07,0.14,0.24,BACK-ARC_BASIN,-176.282,-18.853,,1995
4.02,7.95,16.5,50.29,0.17,0.32,7.22,1.43,0.12,,2.96,,125.0,33.8,53.0,66.0,175.0,,125.0,,7.3,16.5,,12.0,3.15,1.22,4.0,0.7,,,,2.75,0.54,2.88,0.54,0.71,BACK-ARC_BASIN,12.993,39.728,MIOCENE,1978; 1979
2.43,7.4,17.13,50.59,0.11,0.24,12.48,0.94,,7.62,3.2,234.0,367.0,35.4,99.0,41.0,165.0,21.6,54.8,2.35,3.16,8.01,1.31,6.56,2.16,0.84,2.79,0.52,3.34,0.73,2.13,2.08,0.32,1.45,0.178,0.31,BACK-ARC_BASIN,144.75,15.7632,,2003; 2005
2.0,7.61,15.4,52.2,0.09,0.59,11.84,0.54,0.17,8.68,8.8,319.0,200.0,,45.0,122.0,267.0,14.0,15.0,,2.5,5.6,,4.6,1.45,0.58,2.0,0.34,,0.5,,1.48,0.24,0.1,0.1,0.2,BACK-ARC_BASIN,157.726,-9.86,,1987
3.08,7.61,17.03,49.04,0.11,0.18,11.61,1.37,0.16,8.77,1.6,212.0,219.0,,61.0,20.0,204.0,30.0,106.0,2.4,4.02,12.17,2.22,10.81,3.44,1.3,3.92,0.74,4.67,1.02,2.9,2.71,0.4,2.6,0.19,0.22,BACK-ARC_BASIN,-58.4,-62.4,QUATERNARY,2002
2.12,7.88,14.34,51.23,0.056,0.037,11.99,1.04,0.18,10.42,0.68,318.0,197.0,45.6,74.0,5.8,65.0,28.0,52.9,0.79,1.47,5.16,0.97,5.67,2.16,0.81,0.63,3.46,4.41,0.99,2.87,2.9,0.46,1.53,0.064,0.068,BACK-ARC_BASIN,-176.137,-20.071,,2009
2.73,4.66,16.1,49.2,0.33,0.39,12.45,1.66,0.16,10.3,6.0,,197.0,,48.0,40.0,186.0,41.0,114.0,4.0,6.0,18.0,,,,,,,,,,,,,,2.0,BACK-ARC_BASIN,136.057,28.984,,1980
2.08,7.725,15.329,51.039,0.09,0.078,12.448,0.985,0.178,9.293,1.2566,281.915,325.861,44.976,124.701,15.0454,87.403,24.364,50.88,0.652,1.622,5.468,0.993,5.635,2.051,0.77,3.094,0.562,3.879,0.878,2.463,2.473,0.384,1.41,0.053,0.088,BACK-ARC_BASIN,-176.137,-20.3167,,2013
2.088,8.856,15.456,50.29,0.053,0.019,13.071,0.878,0.177,9.382,0.4848,269.28,378.937,45.374,105.714,5.4708,73.463,24.317,45.791,0.625,1.317,4.648,0.869,5.05,1.932,0.765,3.094,0.559,3.88,0.863,2.497,2.51,0.394,1.334,0.052,0.063,BACK-ARC_BASIN,-176.148,-20.3403,,2013
3.12,6.64,14.79,51.43,0.16,0.16,11.41,1.42,0.22,10.44,2.65,,111.0,,46.7,30.52,141.34,30.09,93.9,2.58,3.68,10.46,1.88,9.98,3.4,1.17,,0.84,5.93,1.27,3.71,3.68,,,0.14,0.36,BACK-ARC_BASIN,-175.887,-17.933,,2008
