CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_BN309-4 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,48.32,0.39,,9.56,,1.2,9.63,10.71,6.91,18.1,0.21,,0.03,0.21,0.03,,,,,,,,,,,,,,,0.01,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,160.0,2415.0,,,80.0,624.0,,,,,,,,0.8,9.5,9.0,20.0,0.94,,,,,,,,,,,,,0.5,0.97,2.79,0.44,2.72,0.92,0.26,1.17,0.21,1.43,0.3,0.87,0.15,0.97,0.16,0.53,,,,,,,,,,,,0.15,,0.51271,,,,,,,,,,,,,,,,,,,,,,,,471635.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_BN310-4 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,48.43,0.42,,10.34,,0.96,9.37,10.23,7.35,16.81,0.2,,1.04,0.23,0.04,,,,,,,,,,,,,,,0.01,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,173.0,2074.0,,,77.0,556.0,,,,,,,,60.1,43.7,11.0,24.0,1.73,,,,,,,,,,,,,66.3,1.67,4.2,0.64,3.19,1.01,0.38,1.3,0.23,1.53,0.34,0.97,0.16,1.02,0.17,0.59,,,,,,,,,,,,0.25,,0.512626,,,,,,,,,,,,,,,,,,,,,,,,471636.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_BN310-2 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,46.05,0.49,,10.67,,1.52,9.69,11.06,7.16,17.12,0.19,,0.62,0.21,0.04,,,,,,,,,,,,,,,0.02,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,202.0,2711.0,,,82.0,621.0,,,,,,,,36.9,17.7,11.0,22.0,1.16,,,,,,,,,,,,,64.9,1.43,3.85,0.62,3.18,1.06,0.35,1.46,0.26,1.79,0.38,1.12,0.18,1.2,0.19,0.6,,,,,,,,,,,,0.13,,0.512814,,,,,,,,,,,,,,,,,,,,,,,,471637.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_MRD001-2 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,47.81,0.5,,10.12,,1.18,9.75,10.82,7.3,16.53,0.2,,0.24,0.26,0.04,,,,,,,,,,,,,,,0.02,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,196.0,2127.0,,,68.0,538.0,,,,,,,,12.0,25.5,12.0,28.0,1.41,,,,,,,,,,,,,36.4,1.9,5.0,0.75,3.75,1.22,0.4,1.7,0.28,2.07,0.46,1.3,0.19,1.32,0.21,0.72,,,,,,,,,,,,0.26,,0.51271,,,,,,,,,,,,,,,,,,,,,,,,471638.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_BN310-7 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,45.19,0.54,,11.74,,1.28,10.82,11.97,6.58,17.06,0.21,,0.07,0.64,0.05,,,,,,,,,,,,,,,0.01,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,216.0,2137.0,,,81.0,561.0,,,,,,,,2.4,23.7,12.0,28.0,1.36,,,,,,,,,,,,,5.8,1.75,4.82,0.74,3.79,1.23,0.5,1.67,0.29,1.98,0.44,1.23,0.2,1.33,0.21,0.8,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,471639.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_BN310-8 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,48.82,0.48,,12.46,,1.34,8.62,9.83,8.71,12.79,0.18,,1.58,0.39,0.04,,,,,,,,,,,,,,,0.0,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,202.0,1370.0,,,68.0,372.0,,,,,,,,104.4,68.8,12.0,28.0,1.47,,,,,,,,,,,,,134.3,1.57,4.2,0.65,3.46,1.15,0.43,1.56,0.27,1.85,0.4,1.15,0.18,1.23,0.2,0.72,,,,,,,,,,,,0.11,,0.512778,,,,,,,,,,,,,,,,,,,,,,,,471640.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_BN309-3 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,47.42,0.73,,7.62,,1.42,12.75,14.04,6.25,17.24,0.25,,1.24,0.21,0.06,,,,,,,,,,,,,,,0.05,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,274.0,2334.0,,,89.0,631.0,,,,,,,,78.3,11.5,16.0,36.0,1.99,,,,,,,,,,,,,58.6,2.37,6.58,0.99,5.16,1.6,0.6,2.14,0.38,2.6,0.56,1.54,0.25,1.67,0.26,1.17,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,471641.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_SPD 123-1 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,48.84,0.66,,3.76,,1.09,11.2,12.18,11.34,17.12,0.22,,0.03,0.24,0.04,,,,,,,,,,,,,,,1.09,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,173.0,1289.0,,,82.0,1031.0,,,,,,,,0.0,23.2,11.0,32.0,2.84,,,,,,,,,,,,,0.4,2.33,6.97,1.11,7.25,2.11,0.76,2.05,0.33,1.95,0.39,1.01,0.14,0.93,0.15,1.06,,,,,,,,,,,,0.26,,0.512347,,,,,,,,,,,,,,,,,,,,,,,,471642.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_SPD 118-2 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,48.35,0.91,,4.88,,2.43,11.03,13.21,10.06,17.13,0.24,,0.03,0.23,0.06,,,,,,,,,,,,,,,0.75,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,212.0,1520.0,,,85.0,1083.0,,,,,,,,0.0,21.3,13.0,43.0,3.66,,,,,,,,,,,,,0.4,3.3,9.7,1.49,7.17,2.06,0.63,2.33,0.37,2.29,0.45,1.22,0.19,1.17,0.18,1.23,,,,,,,,,,,,0.37,,0.512373,,,,,,,,,,,,,,,,,,,,,,,,471643.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_SPD 124-2 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,46.95,0.86,,4.96,,1.24,12.96,14.08,10.27,17.17,0.25,,0.04,0.24,0.06,,,,,,,,,,,,,,,1.04,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,199.0,1308.0,,,94.0,1071.0,,,,,,,,1.6,28.8,13.0,44.0,3.84,,,,,,,,,,,,,1.5,4.55,12.96,1.95,9.86,2.6,0.92,2.81,0.41,2.67,0.52,1.34,0.2,1.27,0.19,1.34,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,471644.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_SPD 123-2 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,47.37,0.92,,5.23,,2.31,12.66,14.74,9.52,17.17,0.23,,0.03,0.24,0.06,,,,,,,,,,,,,,,1.16,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,218.0,1145.0,,,93.0,1100.0,,,,,,,,0.7,11.9,14.0,46.0,3.61,,,,,,,,,,,,,0.3,4.42,12.59,1.89,8.63,2.43,0.85,2.77,0.43,2.49,0.48,1.28,0.18,1.23,0.18,1.25,,,,,,,,,,,,0.39,,0.512278,,,,,,,,,,,,,,,,,,,,,,,,471645.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_SPD 118-3 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,42.32,1.03,,5.39,,3.84,11.4,14.86,12.37,15.31,0.23,,0.03,0.27,0.06,,,,,,,,,,,,,,,0.57,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,254.0,654.0,,,108.0,1106.0,,,,,,,,0.8,24.8,15.0,47.0,4.27,,,,,,,,,,,,,1.2,3.98,11.47,1.82,9.61,2.66,0.83,2.83,0.45,2.73,0.53,1.41,0.2,1.3,0.19,1.52,,,,,,,,,,,,0.37,,0.5122359999999999,,,,,,,,,,,,,,,,,,,,,,,,471646.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_BN310-4 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,0.98,,,,,,,,,,,,,,,,,,,,,,,,0.512652,,,,,,,,,,,,,,,,,,,,,,,,471649.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_SPD 118-2 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.62,2.09,,,,,,,,,,,,,,,,,,,,,,,,0.512269,,,,,,,,,,,,,,,,,,,,,,,,471650.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_SPD 118-2 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.62,2.09,,,,,,,,,,,,,,,,,,,,,,,,0.512269,,,,,,,,,,,,,,,,,,,,,,,,471651.0,
[14487],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - NORSEMAN-WILUNA GREENSTONE BE,,-32.2,-32.2,121.77,121.77,SAE,,,s_SPD 123-2 [14487],"BASALT, KOMATIITIC [14487]",2700000000 [14487],2700000000 [14487],,ARCHEAN [14487],,,,,VOL,,,,,WR [14487] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66,2.37,,,,,,,,,,,,,,,,,,,,,,,,0.512243,,,,,,,,,,,,,,,,,,,,,,,,471652.0,
[15407],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"LUNNON BASALT, DRILLHOLE KD330, KAMBALDA",-30.0,-31.5,121.0,121.8,SAE,,,s_KD330-13 [15407],BASALT [15407],,,,ARCHEAN [15407],,,,,VOL,,,,,WR [15407] ,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,,,,165.0,104.0,,,,,,,,,,,,,0.0006,0.0001,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0003,0.0055,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528419.0,
[15407],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"LUNNON BASALT, DRILLHOLE KD330, KAMBALDA",-30.0,-31.5,121.0,121.8,SAE,,,s_KD330-14 [15407],BASALT [15407],,,,ARCHEAN [15407],,,,,VOL,,,,,WR [15407] ,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,,,,174.0,35.0,,,,,,,,,,,,,0.0001,0.0002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0004,0.0085,0.006999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528420.0,
[15407],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"LUNNON BASALT, KAMBALDA, DRILLHOLE CD201, KAMBALDA",-30.0,-31.5,121.0,121.8,SAE,,,s_CD201-16 [15407],BASALT [15407],,,,ARCHEAN [15407],,,,,VOL,,,,,WR [15407] ,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,,,,151.0,70.0,,,,,,,,,,,,,0.001,0.0002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0002,0.0095,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528421.0,
[15407],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"LUNNON BASALT, KAMBALDA, DRILLHOLE CD201, KAMBALDA",-30.0,-31.5,121.0,121.8,SAE,,,s_CD259-6 [15407],BASALT [15407],,,,ARCHEAN [15407],,,,,VOL,,,,,WR [15407] ,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.0,,,,148.0,100.0,,,,,,,,,,,,,0.0004,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0003,0.0055,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528422.0,
[15407],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"LUNNON BASALT, KAMBALDA, DRILLHOLE CD201, KAMBALDA",-30.0,-31.5,121.0,121.8,SAE,,,s_TD797-8 [15407],BASALT [15407],,,,ARCHEAN [15407],,,,,VOL,,,,,WR [15407] ,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0,,,,139.0,168.0,,,,,,,,,,,,,0.0001,0.0003,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0002,0.013999999999999999,0.009000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528423.0,
[15407],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"DEVON CONSOLS BASALTS, WESTERN MINING CORPORATION DRILLHOLE CD339, SOUTH OF LAKE LEFROY, KAMBALDA",-30.0,-31.5,121.0,121.8,SAE,,,s_CD339 -9 [15407],BASALT [15407],,,,ARCHEAN [15407],,,,,VOL,,,,,WR [15407] ,,,,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0,,,,221.0,50.0,,,,,,,,,,,,,0.0017,0.0009,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,0.0002,0.008,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528424.0,
[15407],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"DEVON CONSOLS BASALTS, WESTERN MINING CORPORATION DRILLHOLE CD339, SOUTH OF LAKE LEFROY, KAMBALDA",-30.0,-31.5,121.0,121.8,SAE,,,s_CD339 -10 [15407],BASALT [15407],,,,ARCHEAN [15407],,,,,VOL,,,,,WR [15407] ,,,,,,,,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0,,,,163.0,64.0,,,,,,,,,,,,,0.0012,0.0009,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,0.0002,0.008,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528425.0,
[15407],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"DEVON CONSOLS BASALTS, WESTERN MINING CORPORATION DRILLHOLE CD339, SOUTH OF LAKE LEFROY, KAMBALDA",-30.0,-31.5,121.0,121.8,SAE,,,s_CD339 -11 [15407],BASALT [15407],,,,ARCHEAN [15407],,,,,VOL,,,,,WR [15407] ,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.0,,,,310.0,12.0,,,,,,,,,,,,,0.0023,0.0014,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,0.0003,0.011000000000000001,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528426.0,
[15407],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"PARINGA BASALT, WESTERN MINING CORPORATION DRILLHOLE CD339, SOUTH OF LAKE LEFROY, KAMBALDA",-30.0,-31.5,121.0,121.8,SAE,,,s_CD339 -4 [15407],BASALT [15407],,,,ARCHEAN [15407],,,,,VOL,,,,,WR [15407] ,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,69.0,56.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528429.0,
[15407],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,"PARINGA BASALT, WESTERN MINING CORPORATION DRILLHOLE CD339, SOUTH OF LAKE LEFROY, KAMBALDA",-30.0,-31.5,121.0,121.8,SAE,,,s_CD339 -6 [15407],BASALT [15407],,,,ARCHEAN [15407],,,,,VOL,,,,,WR [15407] ,,,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.0,,,,259.0,45.0,,,,,,,,,,,,,0.0034,0.0033,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,0.0007,0.019,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528430.0,
[15407],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AUSTRALIAN CRATON / YILGARN CRATON / EASTERN GOLDFIELDS SUPERTERRANE / KALGOORLIE TERRANE - KAMBALDA DOMAIN,SCOTIA BASALT,-30.0,-31.5,121.0,121.8,SAE,,,s_CHD -13 [15407],BASALT [15407],,,,ARCHEAN [15407],,,,,VOL,,,,,WR [15407] ,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,,,,231.0,98.0,,,,,,,,,,,,,0.0001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0005,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528437.0,
