NA2O(WT%),MGO(WT%),AL2O3(WT%),SIO2(WT%),P2O5(WT%),K2O(WT%),CAO(WT%),TIO2(WT%),MNO(WT%),FEOT(WT%),RB(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),BA(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),TH(PPM),TECTONIC SETTING,longitude,latitude,AGE,PUBLICATION_YEAR
3.0,8.33,16.8,50.13,0.26,0.77,9.51,0.96,0.19,,21.0,235.0,317.0,40.0,121.0,194.0,531.0,24.0,96.0,2.3,8.9,23.2,3.7,17.4,4.5,1.32,4.0,0.66,4.0,0.81,2.34,2.23,0.34,2.48,0.11,0.95,Continental arc,158.07,53.93,,2000; 2021
2.76,7.64,16.57,51.58,0.33,1.01,10.45,0.69,0.16,,20.0,280.0,229.0,,86.0,342.0,611.0,27.0,76.0,11.0,24.0,,,,,,,,,,,,,,,,Continental arc,11.366,38.55,,1980
2.35,11.5,15.3,48.14,0.39,1.75,10.85,0.9,0.14,7.7,37.0,200.0,800.0,,160.0,820.0,540.0,16.0,100.0,0.0,,,,,,,,,,,,,,,,,Continental arc,23.43,37.75,,1988
1.93,11.39,15.56,46.91,0.21,0.28,11.79,0.74,0.2,9.9,5.0,261.0,738.8,49.79,226.2,35.3,409.3,14.65,22.8,1.05,3.08,8.04,1.31,6.88,2.14,0.78,2.45,0.41,2.55,0.53,1.52,1.46,0.23,0.78,0.08,0.37,Continental arc,8.87,39.63,NEOGENE,2009
2.38,7.13,17.33,49.03,0.12,0.34,12.11,0.98,0.18,9.52,7.0,280.0,140.0,43.0,35.0,82.0,329.0,21.0,64.0,2.0,6.15,14.15,,10.14,2.83,0.98,3.37,0.52,3.53,,2.09,2.02,0.31,1.82,0.26,0.9,Continental arc,175.9,-38.7,,2007
2.899,7.791,15.487,51.931,0.167,0.669,9.364,0.962,0.162,8.43,12.91,248.956,289.639,35.487,76.407,237.839,290.398,21.241,77.692,1.923,5.597,14.3,2.225,10.76,3.058,0.998,3.435,0.569,3.499,0.751,2.151,2.025,0.3,2.095,0.124,0.519,Continental arc,160.63,56.05,,2017
3.98,6.58,17.11,47.87,0.45,1.08,8.58,1.65,0.18,9.89,25.0,,179.0,41.0,82.0,308.0,509.0,25.0,221.0,,25.0,29.0,,,5.6,,,,,,,2.5,0.4,,,2.0,Continental arc,134.7,35.485,,1990
3.3,4.69,18.01,50.88,0.33,1.71,10.01,1.06,0.18,8.85,37.6,291.0,39.27,39.32,18.66,631.8,577.8,21.89,97.95,3.49,13.28,28.75,3.78,16.33,4.02,1.31,3.99,0.61,3.52,0.72,1.98,1.78,0.26,2.57,0.28,4.24,Continental arc,174.092,-39.061,,
2.5,6.62,17.28,50.32,0.44,2.14,11.35,0.81,0.15,7.76,67.1,260.3,104.2,32.2,47.5,928.2,705.9,24.5,146.2,17.2,45.4,90.2,10.4,40.4,7.9,2.0,6.4,0.9,5.0,0.9,2.3,2.2,0.3,3.5,1.2,16.5,Continental arc,15.21,38.79,,2012
3.22,4.57,16.82,51.0,0.32,1.41,9.36,1.17,0.17,,12.92,,,,,510.0,718.0,15.65,47.13,1.17,7.29,18.67,2.74,13.26,3.28,1.17,3.57,0.53,3.08,0.64,1.7,1.62,0.25,,0.09,0.58,Continental arc,158.293,56.022,NEOGENE,2019
2.38,8.26,15.39,48.16,0.22,0.24,8.59,1.31,0.15,,1.4,,,,,157.19,244.77,21.01,75.48,6.85,8.82,20.28,2.32,11.54,3.13,1.17,3.79,0.6,3.64,0.74,1.97,1.92,,2.04,0.49,1.37,Continental arc,132.89,42.83,CENOZOIC,2002
1.984,6.208,17.973,52.131,0.097,0.166,10.549,0.801,0.168,,3.136,240.115,116.323,34.099,44.585,86.997,289.857,14.668,35.164,1.364,,,,,,,,,,,,,,,,,Continental arc,141.007,39.85,,2017
2.19,6.22,16.56,51.29,0.16,1.14,11.44,0.62,0.17,,22.0,385.0,58.0,40.0,26.0,289.0,621.0,,55.0,,,,,,,,,,,,,,,,,,Continental arc,15.25,38.625,,2000
2.81,8.78,15.11,52.96,0.16,0.75,9.69,0.9,0.17,8.67,12.78,250.0,414.0,39.0,106.0,279.0,277.0,17.96,82.0,1.59,6.29,13.6,2.1,10.43,2.91,0.96,3.34,0.54,3.51,0.71,2.11,1.98,0.29,2.36,0.09,0.57,Continental arc,160.513,56.001,,2013
2.93,7.89,17.18,47.14,0.46,1.23,9.84,1.85,0.15,8.59319515918749,36.0,205.0,216.0,38.0,120.0,615.0,701.0,22.0,144.0,,,,,,,,,,,,,,,,,,Continental arc,-3.322,34.438,NEOGENE,2005
2.48,5.1,18.5,50.9,,0.64,10.4,0.78,0.15,,7.0,275.0,25.0,,18.0,508.0,558.0,,,,,,,,,,,,,,,,,,,,Continental arc,-87.85,13.283,,1981
2.26,6.64,16.42,49.6,0.43,2.37,11.5,1.0,0.15,,68.0,285.0,97.0,39.0,56.0,783.0,713.0,27.0,196.0,21.0,44.0,98.0,,48.0,,,,,,,,,,,,,Continental arc,15.21,38.79,,1993
3.26,7.41,14.42,50.04,0.62,2.46,6.9,2.05,0.13,9.96,62.9,154.0,249.0,44.6,215.0,924.0,723.0,21.5,204.0,56.2,42.0,83.9,9.53,38.0,7.44,2.52,6.74,0.86,4.75,0.81,1.98,1.44,0.2,4.77,3.06,5.81,Continental arc,131.795,43.82,MIOCENE,2022
3.15,5.85,18.07,51.42,0.32,1.1,9.24,0.94,0.18,8.31,20.0,230.0,10.0,,8.0,274.0,425.0,21.0,85.0,5.0,,,,,,,,,,,,,,,,,Continental arc,109.92,-7.2,QUATERNARY,2016
3.09,4.88,12.9,52.13,0.31,0.62,9.37,2.51,0.24,,12.6,137.0,84.0,48.0,29.0,154.0,191.0,41.0,175.0,22.0,15.4,41.0,,16.0,,2.18,,1.05,,,,,,4.48,1.45,1.62,Continental arc,-162.78,55.9,QUATERNARY,1978; 1979; 2010
1.87,7.37,14.96,49.54,0.31,2.2,11.95,0.69,0.21,7.25,39.89,,,,,545.0,1027.0,18.62,76.0,6.66,30.62,58.11,6.9,27.84,5.77,1.51,5.18,0.68,3.55,0.68,1.79,1.62,0.24,2.17,0.35,5.92,Continental arc,14.962,38.404,,2016
2.78443113772455,4.74051896207585,15.5389221556886,50.8582834331337,0.259481037924152,1.19760479041916,9.58083832335329,1.11776447105788,0.229540918163673,12.32,25.0,401.0,18.0,45.0,6.0,822.0,412.0,23.0,96.0,5.0,14.0,21.0,4.0,,,,,,,,,,,,,4.0,Continental arc,-86.0,12.0,HOLOCENE,2020
2.32,6.38,16.69,52.35,0.14,1.05,9.71,0.61,0.16,7.94,35.4,251.0,100.0,33.2,53.0,264.0,501.0,18.3,54.2,4.0,19.5,33.8,4.81,19.3,4.1,1.08,3.62,0.62,3.14,0.64,1.98,1.8,0.27,,,3.3,Continental arc,14.93,38.45,,
1.98,8.82,15.38,52.27,0.16,0.99,9.76,0.61,0.16,8.88,21.8,242.2,356.6,36.43,117.1,179.1,183.8,15.17,50.3,2.11,7.21,15.2,1.98,8.55,2.18,0.68,2.42,0.4,2.52,0.53,1.53,1.58,0.25,1.44,0.17,2.41,Continental arc,8.75,39.8,NEOGENE,2009
2.12,7.12,16.88,49.02,0.13,0.33,12.05,0.99,0.17,9.47,6.0,270.0,109.0,,0.0,84.0,334.0,19.1,54.0,2.51,5.7,14.0,2.04,9.5,2.54,0.94,2.79,0.49,3.1,0.64,1.87,1.78,0.27,1.59,0.15,0.88,Continental arc,176.029,-38.658,,2014
2.35,11.0,13.0,50.4,0.35,1.24,9.45,1.26,0.19,10.26,,303.0,724.0,44.6,202.0,357.0,314.0,24.8,115.0,2.7,13.6,31.7,,25.3,5.2,1.54,5.5,0.82,4.9,,,2.8,0.45,4.5,0.23,1.134,Continental arc,160.27,55.615,HOLOCENE,1997; 1998
2.94,5.83,17.34,52.71,0.17,0.77,8.8,1.02,0.17,8.91,12.0,271.2,77.7,,26.5,310.1,327.8,22.2,80.7,1.3,5.3,10.6,,10.7,,,,,,,,,,,,2.1,Continental arc,160.481,56.085,,
2.49,9.12,18.09,48.52,0.14,0.27,11.16,0.89,0.13,,4.0,191.0,85.0,,113.0,70.0,350.0,19.0,79.0,2.0,5.7,14.9,,12.7,2.7,0.91,4.38,0.4,,,,1.6,0.23,1.9,,1.0,Continental arc,174.065,-39.296,,1992
2.3,9.7,16.6,51.4,0.1,0.52,9.4,0.75,0.14,7.83,7.0,230.0,529.0,42.0,166.0,759.0,341.0,15.0,67.0,1.0,6.7,13.6,2.24,9.33,2.41,0.92,2.72,0.42,2.69,0.54,1.62,1.6,0.23,,,0.54,Continental arc,133.0,35.0,CENOZOIC,1990; 2002; 2008
3.24,5.33,17.27,51.53,0.5,1.76,9.06,1.44,0.18,9.66,51.4,296.0,45.0,31.9,32.5,383.0,374.0,30.8,156.6,4.1,16.0,37.0,5.21,24.4,5.91,1.7,6.15,0.93,5.45,1.15,3.31,3.0,0.48,4.4,0.3,1.8,Continental arc,160.473,55.875,HOLOCENE,2022
3.332,4.536,17.055,51.214,0.491,1.816,8.565,1.413,0.146,9.65,51.9408531,,98.79216,,37.7190056,523.228943,483.646515,34.3642387,213.439804,5.72599697,15.8946714,38.34272,5.39457846,25.6348438,6.36144829,1.84954011,6.70656538,0.991445541,6.06233215,1.05502343,3.3707273,3.53008556,0.542780399,4.54037189,0.369379967,1.78944635,Continental arc,160.362,55.804,,2015
2.43,6.66,16.6,49.4,0.41,2.11,11.5,1.0,0.18,,70.0,260.0,82.0,34.9,46.0,1055.0,722.0,29.0,176.0,22.0,49.7,106.0,,46.0,8.9,2.3,,0.87,,,,2.6,0.39,3.7,1.6,17.3,Continental arc,15.21,38.79,,1988
2.49,5.03,18.88,49.08,0.24,0.54,9.76,1.15,0.17,10.41,5.0,299.0,17.0,,17.0,205.0,650.0,19.0,38.0,2.0,,,,,,,,,,,,,,,,,Continental arc,138.37,35.97,QUATERNARY,1996
2.53,6.08,18.13,49.1,0.36,2.08,10.95,1.0,0.17,,65.0,238.0,56.0,29.0,39.0,913.0,687.0,24.0,149.0,16.9,44.0,88.0,10.5,40.0,8.2,2.1,6.6,0.9,4.9,0.9,2.4,2.3,0.35,3.6,1.18,14.75,Continental arc,15.216,38.794,HOLOCENE,2006
3.27,7.03,14.93,46.05,1.14,0.76,9.25,2.36,0.21,12.67,12.7,244.0,145.0,42.0,70.0,239.0,691.0,31.3,393.0,26.9,39.6,108.0,13.4,55.1,10.4,3.31,10.4,1.56,8.08,1.17,3.32,2.6,0.37,8.67,2.17,1.56,Continental arc,137.5,35.75,PLIOCENE,1999; 2002
2.68,11.89,12.79,51.51,0.348,1.87,8.4,0.793,0.16,8.04,39.0,218.0,819.0,44.0,241.0,476.0,470.0,19.2,87.0,4.0,9.0,21.0,,12.1,3.8,,,,,,,2.3,,2.7,,0.3,Continental arc,161.251,56.613,,2018
2.45,4.9,17.46,52.28,0.17,0.46,8.82,0.88,0.31,,8.0,,,,,190.0,270.0,,,2.0,,,,,,,,,,,,,,,,,Continental arc,140.706,42.61,NEOGENE,1998
2.39,6.24,17.75,51.21,0.09,0.2,10.3,0.88,0.18,,3.5,,75.6,37.4,44.1,141.0,318.0,16.8,37.8,2.4,,6.7,,,,,,,,,,,,,,,Continental arc,140.88,40.65,,1985
3.46,7.74,16.0,47.1,0.58,2.08,10.3,2.41,0.17,9.81,34.0,244.0,350.0,,115.0,430.0,768.0,1.8,167.0,48.3,29.4,56.6,,30.1,5.7,1.97,6.1,,4.6,,,2.2,0.34,4.9,,4.4,Continental arc,163.0,61.0,NEOGENE,1994; 1997
2.54,6.23,16.84,50.0,0.54,2.29,11.19,0.94,0.16,7.95,71.0,226.0,57.0,27.0,38.0,1100.0,775.0,27.0,158.0,21.0,51.9,103.0,10.5,43.0,8.7,2.2,7.3,1.0,5.3,0.9,2.7,2.4,0.36,4.0,1.1,15.6,Continental arc,15.21,38.79,,2011
2.55,5.95,18.48,49.04,0.36,2.03,10.92,1.0,0.17,,67.0,260.0,56.0,31.0,41.0,935.0,704.0,26.0,158.0,16.3,42.0,91.0,10.8,41.0,8.1,2.1,6.9,0.93,5.1,0.9,2.4,2.3,0.35,3.6,1.21,14.8,Continental arc,15.216,38.794,HOLOCENE,2006
3.03,5.64,17.57,51.82,0.47,0.98,9.13,0.99,0.16,,12.26,,,,,605.45,613.34,27.58,164.5,7.37,21.18,49.3,6.57,26.74,5.67,1.64,4.89,0.74,4.27,0.89,2.48,2.34,0.35,3.74,0.32,1.39,Continental arc,158.519,56.006,NEOGENE,2019
1.92,10.35,14.02,52.3,0.12,0.99,9.66,0.66,0.17,8.69,31.5,260.0,550.0,,164.0,197.0,190.0,19.6,64.0,3.6,8.8,21.1,,12.2,2.6,0.73,2.77,,2.6,,1.76,1.72,0.27,1.6,0.16,4.2,Continental arc,8.55,39.58,MIOCENE,2001
2.76,4.75,17.0,52.46,0.33,1.68,8.37,1.11,0.2,9.02,51.0,253.0,47.0,,11.0,585.0,418.0,29.0,122.0,5.7,14.88,35.19,4.6,19.92,4.95,1.29,4.89,0.78,4.63,1.0,2.77,2.59,0.39,2.9,,4.0,Continental arc,140.25,41.5,,2007; 2015
3.7,5.1,18.3,52.2,,0.88,8.0,0.85,,7.65,9.0,195.0,38.0,,29.0,,594.0,16.0,130.0,,,,,,,,,,,,,,,,,,Continental arc,-91.55,14.76,,1987
2.9,7.34,16.58,52.43,0.3,0.71,8.68,1.2,0.16,8.73,10.5,,352.0,,109.0,207.0,464.0,29.0,137.0,6.4,,,,,,,,,,,,,,,,,Continental arc,137.5,35.75,,2000
2.37617806296371,4.90274714257068,15.9414477641869,51.0527371165029,0.130338881090836,0.611590134349308,10.246641267295,1.05273711650291,0.2205734910768,12.12,10.3774495830174,392.766762699014,7.74696315390447,33.9604548900682,8.47079605761941,482.951281273692,358.535860500379,19.3080060652009,46.1499014404852,1.3011026838514,4.08220604852161,10.5956184609553,1.66325094768764,8.39941728582259,2.54152858225929,0.968,3.04876442451206,0.535282835481425,3.54962092494314,0.750288445792267,2.13504627748294,2.14397103866566,0.324942441243366,1.56771543593632,0.0857791250947688,0.613529037149356,Continental arc,-86.3,12.3,QUATERNARY,2019
3.59,7.9,15.52,48.7,0.5,1.89,8.17,1.8,0.14,,44.0,,260.0,41.0,140.0,550.0,570.0,21.0,180.0,,31.1,59.0,,25.3,5.88,1.71,,0.75,,,,1.74,,3.95,2.6,4.63,Continental arc,130.0,33.25,CENOZOIC,1989; 1990
1.96,5.69,17.44,47.67,0.19,1.82,12.24,0.99,0.13,8.0,35.2,268.0,25.0,29.1,21.2,691.0,820.0,20.9,89.1,3.02,33.4,66.3,8.2,32.7,6.39,1.85,5.0,0.72,3.7,0.72,2.0,1.75,0.26,2.4,0.17,8.45,Continental arc,95.21,20.911,QUATERNARY,2016
2.7,4.5,18.0,52.8,0.2,2.0,8.2,0.7,0.1,7.47,59.0,,,,,347.0,755.0,,,,36.0,71.9,,31.7,5.89,1.59,4.23,0.63,,0.88,,2.0,0.316,,,,Continental arc,8.65,40.4,MIOCENE,1975
2.06,6.05,17.28,49.06,0.2,1.9,10.92,1.0,0.14,8.08,32.5,255.0,33.2,28.6,24.1,712.0,749.0,18.1,81.3,3.19,32.8,69.1,8.0,31.8,6.1,1.76,4.76,0.69,3.51,0.69,1.9,1.67,0.25,2.26,0.19,5.9,Continental arc,95.21,20.911,QUATERNARY,2016
2.4,5.97,16.95,48.71,0.18,0.34,11.24,1.11,0.19,10.37,5.0,261.0,39.0,,0.0,93.0,391.0,21.7,59.0,2.78,7.3,17.8,2.59,11.9,3.05,1.07,3.09,0.56,3.55,0.73,2.09,2.05,0.3,1.77,0.17,0.84,Continental arc,176.028,-38.677,,2014
3.02,5.14,17.0,50.3,0.26,1.01,9.32,1.28,0.2,11.7,21.7,296.0,70.0,,,183.0,306.0,25.8,126.0,8.6,12.7,27.8,3.69,16.6,4.52,1.36,4.64,0.77,4.65,1.01,2.8,2.63,0.4,3.1,0.5,3.26,Continental arc,109.21,-7.24,HOLOCENE,2021
2.37,8.12,16.28,49.14,0.29,0.65,11.11,1.68,0.14,8.3,6.5,246.0,304.0,37.0,128.0,54.0,231.0,37.0,143.0,14.0,9.4,,,,,1.52,,0.73,,,,,,3.1,1.04,0.9,Continental arc,-90.942,12.689,MIOCENE,1982
2.52,6.89,17.5,47.1,0.26,1.37,10.5,0.9,0.19,10.57,,360.0,43.0,39.0,33.0,961.0,1153.0,,47.0,,,,,,,,,,,,,,,,,,Continental arc,160.855,57.576,NEOGENE,2010
3.3,6.44,16.62,50.3,0.4,1.83,9.2,1.51,0.18,,31.4,225.0,145.0,31.0,71.0,535.0,410.0,,279.0,4.8,,,,,,,,,,,,,,3.3,1.2,,Continental arc,160.27,55.615,HOLOCENE,1981
3.5,10.21,14.23,50.02,0.07,0.11,9.64,1.18,0.19,10.84,4.0,,389.0,41.0,124.0,128.0,801.0,24.0,91.0,6.0,,,,,,,,,,,,,,,,,Continental arc,78.2,34.9,PERMIAN,2007
2.85,7.78,16.29,51.38,0.22,1.2,9.25,0.94,0.18,,13.0,180.0,346.0,36.0,103.0,445.0,541.0,18.0,137.0,7.0,10.7,24.0,,13.0,3.05,0.95,3.4,0.55,,,,2.05,0.27,2.8,0.29,1.1,Continental arc,157.75,55.72,,1994
2.6,7.63,15.73,51.41,0.25,1.01,9.77,1.2,0.16,7.94,22.7,263.0,266.0,43.0,80.0,345.0,449.0,20.6,80.8,10.9,24.0,40.6,5.02,20.3,4.32,1.49,4.41,0.65,3.94,0.8,2.21,1.93,0.26,2.4,0.65,3.35,Continental arc,129.8,33.1,CENOZOIC,2009; 2014
2.58,6.45,17.37,50.37,0.42,2.25,11.37,0.8,0.14,7.51,69.2,242.6,127.8,31.1,51.2,989.8,738.5,24.1,150.6,18.5,47.9,95.1,11.0,42.2,8.0,2.0,6.4,0.9,4.7,0.8,2.2,2.2,0.3,3.6,1.2,17.4,Continental arc,15.21,38.79,,2012
2.94,5.37,18.3,49.3,0.16,0.63,10.2,1.06,0.21,9.65,4.39,,,,,112.0,375.0,17.2,47.5,,4.28,11.5,1.8,9.45,2.63,0.91,2.36,0.49,3.14,0.66,1.81,1.97,0.27,1.3,,0.3,Continental arc,171.1,60.8,CRETACEOUS,2023
2.82,7.22,16.48,47.87,0.24,0.09,11.33,1.57,0.15,,1.0,219.0,250.0,41.0,121.0,27.0,210.0,34.0,112.0,2.0,3.01,11.2,,9.58,3.32,1.14,3.78,,4.39,,2.6,2.41,0.38,,,,Continental arc,134.952,32.355,,1993
2.78,7.57,17.75,49.02,0.13,0.25,10.29,1.13,0.11,7.9,5.31,225.74,203.9,42.32,130.4,41.9,257.78,26.19,82.85,2.63,4.35,12.53,1.98,9.72,3.02,1.15,3.8,0.69,4.31,0.95,2.72,2.54,0.39,1.96,0.13,0.29,Continental arc,140.015,42.135,MIOCENE,2011
2.18,8.31,15.9,49.0,0.19,0.49,11.1,0.728,0.18,9.3,8.0,280.0,264.0,44.0,82.0,300.0,404.0,17.0,49.0,0.6,4.25,11.65,1.72,8.4,2.47,0.83,2.77,0.44,2.88,0.6,1.75,1.64,0.25,1.58,0.049,0.49,Continental arc,160.652,57.535,NEOGENE,2010
2.45,11.16,13.82,51.8,0.23,1.19,9.22,1.33,0.15,8.64,38.0,187.0,706.0,,270.0,282.0,332.0,23.0,121.0,14.0,,,,,,,,,,,,,,,,,Continental arc,130.0,33.25,MIOCENE,1994
2.69,6.34,14.73,52.57,0.3,1.03,8.12,1.99,0.14,10.52,19.8,174.0,190.0,43.0,179.0,281.0,495.0,20.6,127.0,11.0,11.8,29.1,4.05,19.6,5.37,1.94,5.48,0.82,4.21,0.75,1.92,1.53,0.21,3.26,0.69,1.25,Continental arc,132.38,43.323,MIOCENE,2022
3.25,6.37,15.19,52.99,0.53,1.46,7.77,1.93,0.16,9.32,30.0,188.0,177.0,,63.0,393.0,670.0,19.0,184.0,25.0,,,,,,,,,,,,,,,,4.0,Continental arc,131.45,33.25,,1992
2.23,8.78,15.74,51.73,0.2,0.93,10.55,0.65,0.16,,31.0,,,,114.0,263.0,547.0,14.0,81.0,5.2,22.0,39.0,,,,,,,,,,,,,,,Continental arc,15.21,38.79,,1993
3.4,4.92,17.2,51.4,0.47,1.72,8.56,1.45,0.16,9.31,41.8,287.4,50.0,36.0,42.0,417.0,354.4,30.7,168.3,3.9,15.2,37.5,,25.0,,,,,,,,,,,,1.8,Continental arc,160.28,55.714,,2015
2.68,7.63,16.96,48.86,0.24,0.08,10.32,1.58,0.13,,1.0,227.0,255.0,44.0,131.0,31.0,225.0,34.0,106.0,2.0,3.61,12.4,,10.4,3.96,1.22,4.72,,4.31,,2.62,2.45,0.44,,,,Continental arc,134.952,32.355,,1993
2.86,7.03,17.0,51.08,0.16,0.62,10.34,1.14,0.18,9.58,9.0,317.0,152.0,34.0,34.0,190.0,298.0,25.4,77.0,1.9,3.0,10.0,,10.5,3.3,,,,,,,2.5,,2.1,,0.5,Continental arc,160.452,55.965,,2013
2.8,8.89,14.6,50.53,0.38,1.39,10.05,1.27,0.18,9.87,41.5158806,,745.428101,,231.428329,252.16687,,28.4249725,208.813919,4.9272275,12.9171352,31.661274,4.57087946,22.2123375,5.61744404,1.53994954,5.86966419,0.86566478,5.16232252,0.890005291,2.75838494,2.77401567,0.425887048,4.14579296,0.313832313,1.35975397,Continental arc,160.306,55.787,,2015; 2017
2.56,9.13,15.58,50.97,0.25,0.56,10.68,1.04,0.16,9.15,10.8,222.0,475.0,46.0,138.0,,312.0,,104.0,,,,,,,,,,,,,,,,,1.23,Continental arc,175.0,-38.5,,1973
4.3,4.62,16.2,51.65,0.72,3.37,6.21,2.25,0.11,,66.0,,,,,,974.0,21.0,,59.0,,,,,,,,,,,,,,,,,Continental arc,8.67,40.58,NEOGENE,1976
4.06,6.94,17.08,47.52,0.47,0.99,8.85,1.87,0.2,10.75,21.0,,153.0,42.0,85.0,257.0,513.0,26.0,197.0,,23.0,49.0,,,5.8,4.7,,0.6,,,,2.2,0.3,,,1.5,Continental arc,134.7,35.485,,1990
3.58,4.99,17.74,49.45,0.5,1.19,8.29,1.85,0.16,9.92,30.0,,85.0,30.0,24.0,311.0,709.0,17.0,187.0,,31.0,66.0,,,6.1,2.3,,0.7,,,,1.7,0.3,,,3.8,Continental arc,134.7,35.5,,1990
4.48,8.0,14.75,48.64,0.46,0.87,5.79,2.24,0.23,,27.3,226.0,615.0,,180.0,147.0,388.0,30.2,257.0,45.2,37.3,70.0,,,6.8,2.0,,0.7,,,,2.0,0.37,,,,Continental arc,133.25,34.9,,1994
2.29,5.09,18.48,52.21,0.76,1.93,7.02,1.52,0.17,,31.0,150.0,78.0,24.0,34.0,650.0,679.0,8.0,178.0,17.0,,,,,,,,,,,,,,,,,Continental arc,140.28,48.97,CENOZOIC,1999
2.41,7.67,15.29,52.45,0.08,0.67,10.29,0.73,0.17,,20.0,271.0,281.0,,63.0,137.0,278.0,21.0,68.0,3.0,7.31,17.5,,9.93,2.6,0.88,,0.45,,,,1.91,0.32,1.71,0.23,2.23,Continental arc,176.0,-39.0,,1993
2.62,8.02,14.78,50.62,0.35,0.6,8.7,1.69,0.18,11.72,14.0,205.0,258.0,,150.0,,387.0,21.0,132.0,9.0,,,,,,,,,,,,,,,,,Continental arc,130.25,33.25,CENOZOIC,2004
3.77,7.01,17.0,50.8,0.62,1.64,8.48,1.5,0.15,8.53,22.0,215.0,169.0,36.0,94.0,435.0,693.0,20.0,206.0,18.1,21.27,45.7,5.74,23.22,4.89,1.54,4.77,0.67,3.96,0.78,2.17,1.92,0.29,4.2,1.08,2.47,Continental arc,157.914,56.488,QUATERNARY,2010
4.13,6.21,17.2,50.49,0.81,1.98,8.11,2.12,0.15,8.88,43.5,,126.0,29.5,82.9,776.0,884.0,22.4,213.0,52.5,43.8,104.0,,44.0,6.86,2.34,,0.7,,,,2.32,0.43,5.58,1.98,4.76,Continental arc,134.75,35.25,,1990
2.12,7.32,17.3,49.41,0.14,0.33,12.07,0.95,0.21,9.38,7.0,303.0,114.0,,38.0,113.0,340.0,19.0,59.0,3.0,6.0,7.0,,10.0,,,,,,,,,,,,3.0,Continental arc,176.05,-38.665,,1994
3.84,4.56,16.55,51.77,0.6,1.83,6.85,2.42,0.16,11.4,50.0,47.0,34.0,,35.0,485.0,489.0,34.0,235.0,42.0,,,,,,,,,,,,,,,,,Continental arc,130.0,33.25,MIOCENE,1994
3.21,10.86,13.16,45.1,0.62,1.4,10.81,2.3,0.17,10.365822851711,39.0,214.0,485.0,48.0,275.0,557.0,799.0,23.1,176.0,69.0,47.7890983680272,84.9968314774284,9.80286026378002,37.1555551568076,7.15390819650231,2.21530207625959,6.34932052335098,0.885705455144985,4.75441955010808,0.85873541690691,2.17561274460706,1.68830993683922,0.241592293917434,4.43657063821914,4.01666759189943,6.10802537075565,Continental arc,-3.527,34.442,NEOGENE,2005
2.689,9.265,14.936,51.79,0.132,0.582,9.94,0.824,0.168,8.5,12.338,242.859,375.192,38.606,106.859,211.978,290.788,19.385,63.841,1.223,4.456,11.42,1.852,8.961,2.593,0.864,2.984,0.493,3.056,0.654,1.891,1.769,0.27,1.656,0.082,0.505,Continental arc,160.809,56.018,,2017
3.35,5.48,16.78,50.82,0.56,0.98,8.18,1.62,0.16,8.95,16.7,174.0,131.0,29.9,65.2,524.0,740.0,24.7,195.0,12.7,25.2,55.8,6.82,28.5,6.2,2.04,5.73,0.81,4.58,0.88,2.43,2.08,0.3,4.16,0.7,3.26,Continental arc,135.278,44.27,EOCENE,2022
2.68,4.82,17.94,52.72,0.13,0.76,9.81,0.99,0.16,8.98,26.6,220.0,31.9,,24.7,134.0,209.0,26.8,70.0,3.29,9.81,21.9,2.9,12.1,3.29,0.95,4.08,0.635,4.29,0.95,2.6,2.81,0.49,2.82,0.3,5.18,Continental arc,25.45,36.4,QUATERNARY,2006
2.74,8.55,16.72,50.14,0.42,0.95,10.1,1.25,0.16,8.98,10.0,172.0,328.0,35.0,47.0,608.0,863.0,,72.0,,,,,,,,,,,,,,,,,,Continental arc,131.0,34.0,QUATERNARY,1986
2.93,5.35,18.1,50.97,0.38,2.0,10.11,0.97,0.16,,52.0,293.0,20.0,36.0,30.0,716.0,566.0,26.0,159.0,15.0,48.0,85.0,,41.0,,,,,,,,,,,,,Continental arc,15.21,38.79,,1993
2.2,6.55,17.95,50.7,0.1,0.21,10.2,0.8,0.177,9.92,6.9,268.0,80.0,,39.0,91.0,296.0,17.0,40.0,1.28,3.36,8.86,1.32,6.67,2.04,0.74,2.25,0.46,2.57,0.55,1.71,1.79,0.28,1.16,0.09,0.55,Continental arc,140.915,40.666,,2009
3.54,4.53,17.63,48.1,0.495,5.51,9.54,0.85,0.192,7.57,223.0,241.0,199.0,24.8,66.8,1340.0,2380.0,43.1,359.0,79.6,172.0,344.0,32.2,115.0,19.7,5.28,14.4,1.87,8.68,1.45,3.56,3.03,0.437,6.07,3.29,37.1,Continental arc,110.863,-6.656,,2022
2.43,6.36,17.45,48.63,0.61,1.87,11.92,0.91,0.16,7.95,58.0,278.0,36.0,34.0,41.0,859.5,730.0,25.0,146.0,16.0,41.0,84.0,10.0,40.0,7.9,2.2,6.6,0.91,4.87,0.89,2.37,2.21,0.34,3.4,1.05,12.0,Continental arc,15.21,38.79,,2005
