NA2O(WT%),MGO(WT%),AL2O3(WT%),SIO2(WT%),P2O5(WT%),K2O(WT%),CAO(WT%),TIO2(WT%),MNO(WT%),FEOT(WT%),RB(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),BA(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),TH(PPM),TECTONIC SETTING,longitude,latitude,AGE,PUBLICATION_YEAR
1.63,7.47,15.97,51.42,0.069,0.27,10.28,0.62,0.195,9.65,7.0,249.0,240.0,,64.0,91.0,227.0,16.0,55.0,2.18,3.76,9.18,1.21,5.7,1.68,0.65,1.8,0.38,2.13,0.48,1.5,1.63,0.26,1.14,0.17,1.04,Continental arc,140.945,39.977,,2009
2.68,6.36,16.94,51.23,0.16,0.63,9.03,0.99,0.18,9.12,9.4,275.2,99.9,,38.3,250.2,311.9,20.1,71.9,2.2,4.3,16.1,,11.8,,,,,,,,,,,,1.8,Continental arc,160.481,56.085,,
1.73,10.04,12.76,44.87,0.38,1.01,11.06,2.22,0.17,,18.5,316.0,694.0,,257.0,385.0,483.0,24.2,197.0,32.8,34.2,71.0,,,6.9,2.2,,,,,,1.5,0.34,,,,Continental arc,133.25,34.9,,1994
2.77,4.73,18.7,51.2,0.35,0.95,9.69,0.96,0.17,,,233.0,15.0,32.0,15.0,428.0,442.0,,,,,,,,,,,,,,,,,,,,Continental arc,-162.7,55.0,,1987
3.3,4.565,18.365,52.514,0.301,1.305,8.837,0.885,0.204,8.96,31.227,246.117,22.02,30.427,11.911,405.895,526.904,27.192,93.058,,,,,,,,,,,,,,,,,,Continental arc,109.961,-7.309,PLEISTOCENE,
2.23,9.63,16.81,47.91,0.13,0.42,9.58,0.78,0.19,,5.0,258.0,102.0,53.0,99.0,129.0,349.0,16.0,47.0,1.6,4.2,10.8,1.64,8.13,2.14,0.79,2.64,0.43,2.63,0.55,1.6,1.47,0.23,1.22,0.11,0.44,Continental arc,159.6,54.07,NEOGENE,2009
3.29,7.21,15.92,51.12,0.49,0.86,8.29,1.49,0.17,9.76,18.0,181.0,292.0,44.0,119.0,213.0,575.0,28.2,167.0,11.3,23.6,44.9,7.46,32.2,6.84,2.43,6.92,1.14,6.28,1.03,2.85,2.41,0.35,4.26,0.7,2.06,Continental arc,137.5,35.75,PLEISTOCENE,1999; 2002
2.53,9.66,14.58,50.94,0.29,0.82,9.26,1.19,0.17,9.5,20.0,,497.0,42.0,119.0,206.0,412.0,29.0,120.0,7.0,15.1,29.0,,18.0,4.6,1.7,,0.8,,,,2.4,0.4,2.6,0.0,1.6,Continental arc,137.5,35.75,PLEISTOCENE,2000
2.93,6.27,17.64,52.56,0.3,1.66,8.46,0.83,0.15,7.14,55.0,198.0,152.0,,77.0,575.0,499.0,24.3,111.0,6.0,,,,,,,,,,,,,,,,,Continental arc,141.125,43.0,,1992
2.98,9.16,15.36,51.79,0.21,1.0,10.01,0.9,0.18,8.9,13.8,255.0,442.0,,116.0,313.0,450.0,17.3,69.0,1.16,5.9,15.2,2.32,11.4,3.0,0.99,3.13,0.494,2.97,0.599,1.62,1.6,0.24,1.97,0.077,0.55,Continental arc,161.4,56.65,,2019
2.76,5.74,17.9,52.4,0.25,1.42,9.53,0.82,0.1,,31.0,277.0,65.0,,41.0,420.0,688.0,30.0,99.0,12.0,29.0,,,,,,,,,,,,,,,,Continental arc,11.366,38.55,,1980
2.47,5.28,16.61,50.56,0.32,1.45,10.05,1.2,0.17,8.79,30.0,252.0,336.0,30.0,16.0,989.0,494.0,24.0,175.0,19.7,,,,,,,,,,,,,,,,4.0,Continental arc,-85.515,11.446,QUATERNARY,2012
2.62,6.09,16.44,51.54,0.17,0.74,10.44,1.02,0.16,8.47,21.0,247.0,79.0,,0.0,207.0,326.0,24.6,99.0,4.23,10.1,23.6,3.23,14.7,3.5,1.17,3.63,0.62,4.01,0.81,2.31,2.32,0.34,2.57,0.26,2.23,Continental arc,176.067,-38.356,,2014
3.7,7.52,15.0,52.78,0.14,0.96,10.0,0.87,0.16,8.07,14.0,250.0,242.0,,57.0,291.0,359.0,17.0,81.0,1.0,0.0,10.0,,23.0,,,,,,,,,,,,,Continental arc,160.63,56.05,HOLOCENE,1994
1.53,7.31,16.49,44.4,0.23,1.18,12.0,10.6,0.18,11.03,30.8,452.0,84.8,42.6,35.2,135.0,470.0,19.5,32.6,0.93,5.45,14.4,2.26,11.5,3.4,1.13,3.58,0.579,3.59,0.757,2.11,1.9,0.282,1.15,0.063,1.44,Continental arc,138.488,37.286,PLIOCENE-PLEISTOCENE,2021
2.35,8.52,17.91,50.1,0.15,0.67,10.97,0.78,0.15,7.65,18.62,245.34,248.2,68.32,99.6,214.8,347.89,20.09,58.05,1.79,8.03,19.52,2.62,11.6,3.05,1.02,3.24,0.55,3.35,0.72,2.1,2.06,0.32,1.47,0.18,1.95,Continental arc,140.225,42.78,MIOCENE,2011
1.64,5.74,15.84,51.51,0.06,0.12,10.35,0.97,0.21,11.52,0.88,403.0,,,,69.0,182.0,21.6,26.4,0.713,2.07,5.59,0.95,5.13,1.73,0.778,2.74,0.518,3.31,0.787,2.11,2.19,0.335,0.8,0.038,0.373,Continental arc,140.065,40.175,PLIOCENE,2015
3.42,5.68,18.67,51.48,0.23,0.84,8.92,0.97,0.155,8.5481,10.4953203954285,222.0,70.0,31.0,65.0,387.776003116628,649.029046779937,16.86191936277,65.0,3.74765285379998,7.75225100349307,19.3371229992878,2.68783927493472,12.9187018686201,3.14578801675315,1.04119660330729,3.16578055646605,0.501066708719097,2.93562379082308,0.55745601776376,1.67178439091803,1.53959487526028,0.235021206864042,1.92879181503714,0.206440404924204,0.727293017261844,Continental arc,159.176,56.8,CENOZOIC,
3.2,6.66,17.2,52.49,0.16,0.68,9.67,0.97,0.17,8.79,10.0,262.0,94.0,35.0,49.0,245.0,344.0,21.8,82.0,2.2,10.0,20.0,,11.6,3.0,,,,,,,2.1,,2.4,,1.3,Continental arc,160.503,55.991,,2013
2.99,6.59,16.01,51.26,0.55,1.08,8.08,2.17,0.17,10.0,21.0,224.0,157.0,,58.0,377.0,656.0,22.0,181.0,25.0,,,,,,,,,,,,,,,,4.0,Continental arc,131.45,33.25,,1992
2.14,6.48,18.04,51.51,0.08,0.19,10.49,0.83,0.18,9.33,1.93,258.0,,,,104.0,258.0,17.3,42.1,1.58,3.55,8.97,1.34,6.48,1.84,0.782,2.48,0.432,2.71,0.601,1.69,1.57,0.268,1.18,0.088,0.593,Continental arc,141.0,38.0,QUATERNARY,2015
3.41,8.08,14.51,49.14,0.69,2.46,6.62,2.1,0.16,,69.0,130.0,290.0,52.0,200.0,1022.0,770.0,25.16,215.0,59.0,46.08,81.42,10.3,40.25,7.05,2.69,6.9,2.12,4.82,0.99,2.1,1.52,0.27,4.73,3.02,5.97,Continental arc,131.5,43.67,MIOCENE,2007
2.85,8.51,14.6,50.4,0.38,1.34,9.75,1.25,0.17,9.19,30.0,280.0,431.0,41.0,128.0,316.0,284.0,25.0,133.0,2.8,10.7,31.7,,21.2,,,,,,,,,,,,0.9,Continental arc,160.335,55.788,,2017
1.899,6.978,18.223,50.304,0.081,0.124,10.279,0.717,0.175,,3.1,223.536,114.724,40.438,57.331,71.647,278.816,13.756,32.393,0.986,,,,,,,,,,,,,,,,,Continental arc,141.004,39.849,,2017
2.85,5.62,18.2,46.95,0.3,0.6,11.49,1.99,0.16,9.96,18.0,240.0,0.0,62.0,0.0,294.0,368.0,18.9,66.0,4.9,8.1,18.7,2.55,11.4,2.97,0.967,3.07,0.54,3.39,0.71,1.99,2.0,0.3,1.9,0.42,3.03,Continental arc,176.27,-38.083,QUATERNARY,1996; 2007; 2017
1.92,11.18,15.11,49.02,0.06,0.17,10.76,0.641,0.171,9.3,3.65,269.63,659.77,,,68.23,143.86,19.65,40.79,1.81,2.98,7.75,1.04,5.26,1.833,0.67,2.26,0.47,3.02,0.66,1.87,1.92,0.29,1.23,0.14,0.39,Continental arc,140.774,37.729,,2009
2.6,8.03,14.56,52.83,0.22,0.86,9.63,1.7,0.15,9.42,21.0,95.0,327.0,,110.0,210.0,354.0,23.0,121.0,13.0,,,,,,,,,,,,,,,,,Continental arc,130.0,33.25,MIOCENE,1994
3.49475409836066,5.35,17.51,48.54,0.85,2.94,8.0,2.11,0.14,7.91833690061255,119.0,187.0,160.0,28.0,85.0,966.0,889.0,18.4,337.0,90.7859383526183,68.4949272179126,125.99554157082,13.4340814500542,48.2416803178043,8.28004738155291,2.38945009575242,7.02374126820977,0.870030162337306,4.53124543413507,0.800073913875045,2.09615542751607,1.76534997693897,0.243629110532322,6.69776970016613,5.46596542702781,24.757599727844,Continental arc,-1.127,37.652,NEOGENE,2005
2.19,6.69,17.89,50.79,0.09,0.2,10.46,0.85,0.17,9.69,2.07,,,,,232.0,297.0,13.6,32.9,1.37,3.29,7.87,1.19,5.89,1.79,0.72,2.19,0.39,2.55,0.52,1.43,1.45,0.22,1.01,0.07,0.34,Continental arc,141.0,38.0,,2006
3.08,9.14,13.87,44.26,0.77,1.43,11.41,2.06,0.18,,61.0,,,,,,900.0,,,,,,,44.6,8.24,,,,,,,,,,,,Continental arc,134.02,35.07,CENOZOIC,1988
3.2,5.2,16.29,50.53,0.63,2.45,6.91,1.72,0.13,,28.5,,,,,553.0,741.0,28.7,215.0,17.8,34.7,79.5,8.59,40.9,7.75,2.23,6.9,0.97,5.39,0.99,2.81,2.48,0.36,,0.9,4.18,Continental arc,140.2,49.0,CENOZOIC,2002
2.97,5.02,18.14,49.6,0.52,2.16,9.43,1.15,0.19,,45.0,,,,,1555.0,970.0,20.0,180.0,,46.0,108.0,,66.0,14.0,2.6,9.8,,,,3.4,2.4,,,,,Continental arc,162.5,59.75,,
3.58,5.41,17.85,48.9,0.35,1.26,9.97,1.53,0.15,9.35,15.0,362.0,78.0,,39.0,488.0,676.0,17.8,97.0,20.5,15.6,28.5,,16.6,4.0,1.4,4.19,,,,,1.66,,2.5,,2.7,Continental arc,174.07,-39.3,,2012
2.66,6.7,17.2,50.73,0.23,0.52,10.3,0.91,0.17,,7.0,279.0,160.0,38.0,59.0,126.0,402.0,17.0,56.0,1.9,5.27,12.72,1.84,8.48,2.3,0.79,2.55,0.41,2.61,0.54,1.48,1.4,0.22,1.55,0.18,0.63,Continental arc,158.85,53.885,,2008
2.37,6.82,17.7,47.3,0.26,1.39,10.48,0.91,0.19,10.58,,358.0,44.0,40.0,33.0,922.0,1015.0,,46.0,,,,,,,,,,,,,,,,,,Continental arc,160.855,57.576,NEOGENE,2010
3.04,8.77,15.25,49.44,0.7,1.4,10.94,1.01,0.11,,22.0,,,,144.0,1318.0,3283.0,,,,,,,86.4,13.6,,,,,,,,,,,,Continental arc,134.0,35.25,CENOZOIC,1988
2.14,6.41,17.97,51.42,0.08,0.21,10.54,0.82,0.17,9.33,3.64,265.0,,,,108.0,269.0,17.9,43.9,1.62,3.73,9.24,1.38,6.59,2.07,0.809,2.55,0.442,2.65,0.589,1.78,1.73,0.263,1.19,0.09,0.617,Continental arc,141.0,38.0,QUATERNARY,2015
2.41,9.7,16.14,50.13,0.09,0.32,10.31,0.72,0.16,8.69,5.93,240.0,,,,99.2,243.0,17.2,41.8,1.47,3.57,8.72,1.3,6.27,1.88,0.781,2.36,0.407,2.7,0.602,1.69,1.86,0.271,1.15,0.079,0.533,Continental arc,140.85,37.75,MIOCENE,2015
2.52,6.55,16.0,51.25,0.38,1.94,10.84,0.91,0.16,,65.0,265.0,96.0,33.0,47.0,958.0,751.0,25.0,147.0,19.0,48.0,92.0,11.2,42.0,7.9,2.0,6.2,0.86,4.67,0.86,2.32,2.0,0.34,3.4,1.18,17.6,Continental arc,15.21,38.79,HOLOCENE,2000; 2001
2.66,7.26,15.02,52.76,0.3,0.7,8.18,1.51,0.17,11.03,17.0,192.0,240.0,,125.0,,324.0,20.0,139.0,13.0,,,,,,,,,,,,,,,,,Continental arc,130.25,33.25,CENOZOIC,2004
2.77,6.93,15.24,52.52,0.37,0.93,9.05,1.46,0.15,,8.57,209.0,206.0,,120.0,171.0,189.0,18.2,81.8,5.51,14.3,29.7,3.64,15.1,3.62,1.31,4.12,0.7,3.99,0.78,2.08,1.88,0.31,2.36,1.66,2.25,Continental arc,130.25,33.25,,2009
2.85,5.57,14.0,50.76,0.13,0.6,9.7,0.79,0.17,8.7,6.0,,520.0,44.0,22.0,97.0,272.0,15.0,54.0,0.3,4.8,10.4,,7.1,2.2,0.87,3.0,,,,,1.9,0.32,,,,Continental arc,160.27,54.6,QUATERNARY / PLEISTOCENE,1995; 1999
2.51,6.16,17.59,49.55,0.37,2.05,11.09,0.99,0.16,,60.0,260.0,51.0,35.0,41.0,941.0,780.0,26.0,158.0,21.0,45.3,95.2,12.1,45.0,8.2,2.22,7.5,0.86,5.54,1.01,2.77,2.42,0.372,3.8,1.27,14.5,Continental arc,15.216,38.794,HOLOCENE,2006
2.17,7.64,17.13,46.44,0.41,1.15,10.09,2.17,0.16,10.17,23.6,291.0,112.0,51.0,82.0,1000.0,621.0,18.8,155.0,26.5,25.2,54.9,6.63,26.8,5.56,1.83,5.21,0.74,4.29,0.82,2.14,1.85,0.26,4.04,1.62,3.6,Continental arc,129.7,33.1,CENOZOIC,2009; 2014
3.75,7.06,14.59,49.9,0.15,1.82,8.71,1.47,0.2,10.17,34.5396666666667,351.0,224.0,44.0,64.0,105.0,77.0,24.6233333333333,76.9846666666667,7.82033333333333,6.946,16.3013333333333,2.22633333333333,10.9376666666667,3.21933333333333,1.01666666666667,3.75433333333333,0.624333333333333,4.81266666666667,0.974333333333333,2.43733333333333,2.547,0.323333333333333,1.958,0.467666666666667,0.643333333333333,Continental arc,-86.0,13.0,,2020
3.35,4.96,17.66,52.8,0.32,2.03,8.55,0.88,0.17,,20.19,,,,,762.1,711.2,21.02,93.68,2.0,10.23,24.85,3.69,17.02,4.25,1.16,4.42,0.66,4.04,0.8,2.37,2.28,0.34,2.58,0.14,1.05,Continental arc,158.325,56.132,NEOGENE,2019
3.75,6.49,16.55,51.1,0.54,2.14,8.59,1.9,0.14,,20.0,150.0,150.0,34.0,130.0,505.0,665.0,21.0,202.0,17.0,21.6,43.0,,31.1,5.8,1.86,5.5,0.87,,,,1.95,0.3,4.2,1.5,3.0,Continental arc,157.5,56.5,,1994
3.56,4.83,16.88,52.83,0.15,1.86,9.25,0.57,0.1,,47.0,,12.0,23.0,9.0,410.0,757.0,,68.5,,23.4,51.0,,,4.23,1.23,,,,,,1.9,0.35,,,5.9,Continental arc,14.58,38.58,,1980
2.22,5.84,17.29,52.12,0.15,1.22,10.11,0.68,0.17,8.61,41.6,250.0,80.0,30.3,42.0,287.0,456.0,17.8,63.8,5.0,16.3,31.8,3.98,16.1,3.5,0.97,3.06,0.56,2.99,0.63,1.8,1.8,0.36,0.0,0.0,6.2,Continental arc,14.925,38.46,,
2.96,6.43,17.1,51.8,0.17,0.68,9.78,0.98,0.17,8.95,,277.0,164.0,,43.0,290.0,349.0,19.1,68.3,3.6,,,,,,,,,,,,,,,,,Continental arc,160.17,56.14,,1996
2.97,7.69,16.9,50.41,0.43,0.72,8.75,1.38,0.17,9.28,8.0,202.0,311.0,45.0,109.0,151.0,473.0,23.0,166.0,9.0,,35.0,,,,,,,,,,,,,,1.0,Continental arc,137.5,35.75,PLEISTOCENE,1999; 2002
3.23,8.22,16.1,46.32,0.47,0.96,11.01,1.97,0.16,9.07909310536144,92.0,256.0,188.0,42.0,125.0,813.0,667.0,25.0,146.0,57.4381299089825,34.6613620259817,64.8539848497198,7.81140765338637,30.6243366630514,6.07610989487919,1.82568496286296,5.29677690693813,0.764643419470681,4.3256392284676,0.825729308071096,2.26568330519979,1.98029550992968,0.288015007830638,3.45234168747055,3.17334623451355,4.3625895206271,Continental arc,-3.01,35.298,NEOGENE,2005
2.59,7.97,15.27,50.41,0.22,0.87,10.3,0.99,0.19,,15.0,308.0,462.0,45.0,84.0,307.0,363.0,20.0,69.87,1.44,6.73,16.6,2.72,13.28,3.75,1.15,3.56,0.6,3.58,0.73,2.09,2.02,0.304,2.07,0.0968,0.524,Continental arc,160.5,56.0,,2001; 2004; 2011
2.31,5.59,16.37,50.24,0.66,3.54,9.84,0.91,0.15,,102.0,233.0,76.0,,37.0,1732.0,846.0,32.0,189.0,26.0,,,,,,,,,,,,,,,,,Continental arc,15.21,38.79,PLEISTOCENE,1980; 1988; 1989
3.57,6.48,17.08,49.36,0.66,1.69,6.93,1.32,0.18,,26.0,140.0,170.0,23.0,120.0,348.0,442.0,,,,22.3,43.5,,,,1.98,,,,,,2.7,0.37,3.6,,,Continental arc,140.28,48.97,CENOZOIC,1999
2.87,11.82,13.86,47.33,0.48,1.24,8.91,2.06,0.15,9.8169381347367,34.0,192.0,513.0,48.0,350.0,425.0,667.0,21.0,140.0,,,,,,,,,,,,,,,,,,Continental arc,-3.56,34.43,NEOGENE,2005
3.49,7.32,15.88,49.88,0.52,2.32,7.61,2.1,0.14,,41.0,,,,,,878.0,22.0,,40.0,,,,,,,,,,,,,,,,,Continental arc,8.5,40.5,NEOGENE,1975
2.82,5.41,18.5,51.4,0.09,0.52,11.4,0.91,0.17,,8.94,182.0,102.0,70.8,60.7,130.0,225.0,20.5,66.4,5.65,9.35,7.74,,,,,,,,,,,,,,2.07,Continental arc,25.45,36.4,PLEISTOCENE,2020
2.93,4.87,17.84,51.45,0.32,1.04,8.77,1.22,0.17,10.08,22.0,264.0,21.0,,15.0,206.0,605.0,21.0,60.0,5.0,,,,,,,,,,,,,,,,,Continental arc,138.37,35.97,QUATERNARY,1996
2.38,4.97,17.19,50.15,0.22,0.51,10.53,0.93,0.21,,8.0,337.0,41.0,27.0,0.0,205.0,353.0,18.0,52.0,2.3,5.34,11.8,1.8,8.57,2.49,0.97,2.95,0.53,3.39,0.69,1.99,1.84,0.27,1.5,0.11,0.46,Continental arc,-84.292,12.401,MIOCENE,2010
3.74,5.54,18.3,50.4,0.66,1.09,8.98,1.47,0.17,9.2,,244.0,57.0,38.0,36.0,550.0,733.0,,150.0,,,,,,,,,,,,,,,,,,Continental arc,160.115,57.385,QUATERNARY,2010
1.92,11.69,14.71,48.29,0.07,0.25,10.55,0.67,0.18,9.39,3.59,229.0,,,,65.2,182.0,16.7,36.5,0.771,2.36,6.44,1.04,5.38,1.73,0.662,2.14,0.422,2.55,0.568,1.74,1.81,0.248,1.03,0.051,0.372,Continental arc,140.85,37.75,MIOCENE,2015
3.49331651954603,5.5,16.5,46.07,0.86,1.66,9.43,2.45,0.16,9.20506664696209,71.0,221.0,88.0,37.0,88.0,2659.0,1014.0,30.0,314.0,,,,,,,,,,,,,,,,,,Continental arc,-0.957,37.613,NEOGENE,2005
2.05,9.84,15.6,51.19,0.08,0.65,9.99,0.7,0.16,8.98,17.0,,,,113.0,108.0,169.0,24.0,56.0,2.2,,,,,,,,,,,,,,,,,Continental arc,140.75,37.75,MIOCENE,1994
3.22,5.66,16.7,51.3,0.45,1.57,8.78,1.42,0.16,9.33,39.3,252.9,95.8,36.0,49.3,412.5,348.7,30.4,162.4,3.7,13.6,34.1,,23.4,,,,,,,,,,,,1.7,Continental arc,160.273,55.711,,2015
2.38,9.2,16.2,50.5,0.15,1.1,10.2,0.8,0.15,7.7,15.0,180.0,346.0,,126.0,290.0,282.0,9.0,59.0,0.0,,,,,,,,,,,,,,,,,Continental arc,23.38,37.58,,1988
2.48,11.43,15.91,50.37,0.09,0.46,9.63,0.85,0.16,8.63,7.6,,812.0,,302.0,82.0,196.0,20.0,81.0,3.0,,,,8.7,2.6,,,,,,,,,,,,Continental arc,137.0,37.5,OLIGOCENE,1995
2.27,6.72,16.85,51.79,0.12,0.59,11.55,0.77,0.17,8.74,11.0,238.0,67.0,,22.0,242.0,303.0,19.0,60.0,5.0,7.0,17.0,,23.0,,,,,,,,,,,,0.0,Continental arc,176.6,-39.0,HOLOCENE,2002
2.4,11.04,13.89,51.67,0.12,0.58,10.11,0.82,0.16,8.49,8.0,256.0,787.0,,172.0,220.0,243.0,19.0,64.0,2.0,8.0,12.0,,11.0,,,,,,,,,,,,,Continental arc,160.63,56.05,HOLOCENE,1994
2.04,5.73,16.0,50.4,0.7,3.99,9.39,0.9,0.13,7.48,162.0,257.0,80.0,29.0,40.0,1717.0,737.0,25.0,184.0,25.0,53.7,109.0,13.1,49.7,10.4,2.54,8.4,1.1,5.2,0.9,2.5,2.2,0.31,4.5,1.3,19.9,Continental arc,15.21,38.79,,2008
4.02,6.07,15.67,48.66,0.94,1.32,8.94,2.55,0.17,11.66,24.0,,130.2,,38.0,309.0,974.0,22.0,198.0,28.0,56.0,124.9,,77.4,11.5,3.2,,1.2,,,,2.6,0.3,6.2,2.1,6.4,Continental arc,130.25,33.5,CENOZOIC,2003
2.29,6.24,16.78,51.03,0.11,0.66,11.18,0.84,0.17,9.11,15.0,273.0,49.0,,0.0,235.0,359.0,16.9,66.0,2.04,7.3,16.3,2.19,10.1,2.65,0.89,2.65,0.46,2.88,0.6,1.75,1.72,0.25,1.54,0.15,1.75,Continental arc,176.419,-38.073,,2014
3.31,9.42,16.48,49.39,0.27,1.0,9.04,1.19,0.15,8.56,24.9,,,,,377.0,755.0,20.3,69.8,7.0,18.2,37.8,4.58,18.9,3.82,1.29,3.6,0.562,3.28,0.679,1.74,1.79,0.252,1.85,0.384,2.75,Continental arc,133.428,35.342,QUATERNARY,2013
2.19,10.23,15.64,48.74,0.16,0.95,10.61,0.82,0.17,8.58,21.0,268.0,,,,488.0,490.0,20.6,58.8,1.95,13.9,26.4,3.65,16.1,3.67,1.05,3.83,0.551,3.45,0.724,2.01,1.91,0.27,1.68,0.099,3.92,Continental arc,139.73,39.95,QUATERNARY,2015
1.92,10.3,16.17,47.17,0.08,0.26,10.54,0.75,0.2,,3.0,266.0,113.0,57.0,89.0,102.0,307.0,11.0,26.0,0.7,2.29,5.88,0.91,4.61,1.35,0.48,1.69,0.3,1.89,0.41,1.16,1.11,0.17,0.67,0.05,0.39,Continental arc,159.6,54.07,NEOGENE,2009
2.48,6.12,15.0,52.7,0.2,0.54,11.61,1.18,0.2,9.83,9.0,266.0,186.0,20.0,59.0,126.0,131.0,43.0,187.0,3.2,,,,9.22,2.31,,,,,,,,,,,,Continental arc,139.0,38.0,MIOCENE,1994; 1997; 2007
1.68,5.71,16.05,52.0,0.06,0.13,10.55,0.95,0.21,11.32,1.35,400.0,,,,69.4,177.0,21.0,25.5,0.719,2.07,5.29,0.94,5.13,1.79,0.718,2.53,0.509,3.08,0.729,1.86,2.28,0.321,0.82,0.039,0.348,Continental arc,140.065,40.175,PLIOCENE,2015
2.63,6.63,16.8,51.74,0.25,1.05,8.76,0.96,0.1,7.8,27.0,214.0,185.0,,87.0,261.0,340.0,26.0,92.0,5.4,,,,15.5,3.7,,,,,,,,,,,,Continental arc,139.415,38.04,MIOCENE,2006
2.66,6.3,17.28,50.03,0.56,2.25,11.2,0.89,0.15,,62.0,281.0,74.0,35.0,41.0,911.0,660.0,26.0,165.0,18.0,63.0,113.0,,42.0,,,,,,,,,,,,,Continental arc,15.21,38.79,HOLOCENE,1993; 1999
2.62,6.37,18.6,49.0,0.38,2.09,11.0,1.0,0.17,,67.0,261.0,48.0,26.0,34.0,971.0,776.0,27.0,157.0,20.0,46.0,100.0,,45.0,,,,,,,,,,,,24.0,Continental arc,15.21,38.79,,2004
4.1,5.73,17.9,50.0,0.46,1.41,8.28,1.77,0.18,10.21,14.0,253.0,49.0,38.0,45.0,425.0,709.0,23.0,159.0,13.0,16.96,39.32,5.3,22.65,5.17,1.69,5.28,0.76,4.6,0.91,2.58,2.35,0.35,3.43,0.73,1.58,Continental arc,160.086,57.376,QUATERNARY,2010
2.48,6.8,17.03,50.92,0.29,1.02,10.98,0.79,0.17,,20.0,,27.0,,58.0,296.0,631.0,20.0,90.0,12.0,18.9,39.9,,18.0,3.58,1.47,,0.62,,,,1.98,0.32,2.13,0.37,3.0,Continental arc,11.366,38.55,,1992; 2004
1.66,7.44,16.21,51.11,0.071,0.26,10.25,0.63,0.192,9.75,8.8,250.0,212.0,,61.0,85.0,234.0,14.0,34.0,1.78,3.68,8.97,1.19,5.54,1.56,0.63,1.7,0.35,1.98,0.43,1.32,1.42,0.21,0.89,0.12,0.78,Continental arc,140.947,39.979,,2009
2.43,6.92,16.8,51.99,0.29,1.77,10.72,0.73,0.15,,53.0,255.0,138.0,40.0,68.0,729.0,483.0,23.0,117.0,12.0,31.0,52.0,,31.0,,,,,,,,,,,,,Continental arc,15.21,38.79,,1993
1.94,7.25,17.87,49.37,0.14,0.31,10.66,0.86,0.21,9.34,3.61,283.0,,,,81.7,331.0,20.2,55.7,3.06,7.33,15.4,2.06,9.22,2.36,0.932,2.95,0.524,3.18,0.762,2.07,2.02,0.31,1.58,0.198,1.2,Continental arc,140.34,41.255,MIOCENE,2015
3.5,5.67,15.41,52.85,0.4,1.52,7.42,1.87,0.15,,35.0,200.0,178.0,,50.0,381.0,641.0,19.0,190.0,20.0,,,,,6.1,,18.7,,,,,,,,,,Continental arc,131.45,33.25,,2008
2.97,4.75,17.63,51.11,0.29,2.73,8.92,0.75,0.18,8.93,48.0,323.0,,,7.83,768.0,626.0,21.0,76.8,2.31,12.0,43.0,,14.0,5.95,,5.2,,,,,,,2.15,0.15,,Continental arc,110.4,-7.37,,
1.93,5.15,17.74,49.67,0.21,1.62,8.35,0.74,0.14,7.51,29.0,,,,,319.0,449.0,30.0,58.0,3.4,,,,,,,,,,,,,,,,,Continental arc,139.0,38.0,MIOCENE,1997
2.8,8.05,15.0,50.86,0.36,1.36,9.94,1.24,0.17,,34.0,275.0,408.0,41.0,105.0,324.0,319.0,26.0,133.0,3.4,11.37,29.32,4.54,21.03,5.37,1.51,4.82,0.77,4.58,0.94,2.61,2.54,0.38,3.34,0.39,1.64,Continental arc,160.5,56.0,,2001
3.64,8.87,16.47,50.2,0.53,1.6,8.93,1.15,0.11,,19.7,,260.0,34.3,190.0,870.0,1700.0,12.6,150.0,,50.4,97.7,,39.6,5.91,1.48,,0.39,,,,1.49,,2.5,0.5,5.32,Continental arc,134.0,35.0,CENOZOIC,1990
2.65,4.66,18.78,51.81,0.15,1.02,9.58,0.83,0.2,9.29,34.0,239.0,15.0,,13.0,184.0,357.0,21.0,66.0,1.8,,,,,,,,,,,,,,,,,Continental arc,8.6,40.5,MIOCENE,2011
1.955,7.109,17.604,51.362,0.095,0.162,10.307,0.78,0.172,,3.426,231.845,224.167,38.568,66.061,87.018,276.812,15.554,38.779,1.196,,,,,,,,,,,,,,,,,Continental arc,141.007,39.845,,2017
3.07,5.32,17.06,50.5,0.39,0.99,7.07,1.2,0.16,,17.0,130.0,33.0,21.0,51.0,322.0,658.0,21.0,108.0,13.0,15.2,29.4,,,,1.41,,,,,,1.8,0.25,2.5,,,Continental arc,140.28,48.97,CENOZOIC,1999
2.26,7.17,16.73,49.01,0.13,0.34,11.95,0.98,0.17,9.54,7.0,272.0,103.0,,0.0,87.0,330.0,18.8,55.0,2.53,6.1,14.6,2.08,10.0,2.7,0.95,2.75,0.5,3.18,0.66,1.83,1.88,0.27,1.54,0.14,0.85,Continental arc,176.029,-38.658,,2014
2.57,8.94,17.91,49.79,0.15,0.55,10.95,0.79,0.15,7.65,19.56,244.87,263.5,50.07,114.3,197.9,354.65,20.85,59.62,2.03,7.82,19.09,2.59,11.61,3.02,0.99,3.18,0.53,3.28,0.74,2.2,2.05,0.31,1.51,0.14,2.04,Continental arc,140.225,42.78,MIOCENE,2011
