Craton,REFERENCE,SAMPLE_ID,ROCK_NAME,LATITUDE,LONGITUDE,MIN_AGE,AGE,MAX_AGE,C_MIN_AGE,C_AGE,C_MAX_AGE,Arc_probability3,CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WR16,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.420987457,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WR16,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,49.7,0.82,,13.84,,,,6.58,10.03,7.18,0.24,,0.78,2.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,59.0,,,,,,,,25.0,144.0,18.25,49.0,2.12,,,,,,,,,,,,,113.0,6.09,11.32,1.76,7.24,1.91,0.59,2.81,0.46,3.18,0.65,1.9,,1.72,0.27,1.45,0.04,,,,,,,,,,,0.27,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WR20,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.972479701,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WR20,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,45.3,0.82,,14.56,,,,11.3,5.36,12.3,0.2,,4.01,0.66,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,266.0,,,,,,,,160.0,73.0,14.09,60.0,1.42,,,,,,,,,,,,,454.0,7.47,14.52,1.95,7.98,1.88,0.8,2.87,0.41,2.79,0.52,1.3,,1.39,0.19,1.77,0.06,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WR21,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.978092134,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WR21,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,47.99,0.97,,15.45,,,,11.36,7.81,9.1,0.22,,1.51,1.83,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,209.0,,,,,,,,50.0,139.0,17.66,63.0,0.71,,,,,,,,,,,,,138.0,7.64,16.66,2.21,9.24,2.58,0.76,3.27,0.52,3.45,0.68,1.76,,1.53,0.21,1.85,,,,,,,,,,,,1.03,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WR22,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.981700242,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WR22,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,49.37,1.17,,15.16,,,,12.0,7.52,6.65,0.21,,2.61,0.95,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,103.0,,,,,,,,84.0,282.0,22.51,63.0,0.51,,,,,,,,,,,,,390.0,13.32,30.54,4.02,16.31,3.71,1.1,4.69,0.81,5.07,0.89,2.3,,2.0,0.29,3.15,,,,,,,,,,,,2.42,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS55,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.353994817,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS55,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,50.51,0.9,,13.63,,,,12.02,9.86,6.55,0.22,,0.44,1.66,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,55.0,,,,,,,,5.0,140.0,21.39,71.0,2.81,,,,,,,,,,,,,143.0,8.71,19.25,2.53,11.29,2.76,1.06,4.23,0.75,4.8,0.97,2.65,,2.66,0.42,2.61,0.25,,,,,,,,,,,1.33,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS59,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.923941076,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS59,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,50.09,0.9,,13.35,,,,12.64,10.45,6.76,0.23,,0.4,1.14,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,46.0,,,,,,,,4.0,108.0,20.04,55.0,,,,,,,,,,,,,,73.0,5.69,14.14,1.9,8.62,2.38,0.89,3.29,0.57,4.06,0.87,2.46,,2.6,0.43,1.84,,,,,,,,,,,,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS61,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.999254405,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS61,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,53.68,0.85,,13.58,,,,10.67,8.31,6.42,0.21,,1.25,1.97,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.0,,,,416.0,,,,,,,,39.0,415.0,15.49,63.0,2.04,,,,,,,,,,,,,325.0,8.86,20.39,2.83,12.5,3.28,1.03,3.43,0.54,3.35,0.72,1.88,,2.04,0.37,2.24,0.12,,,,,,,,,,,1.1,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS66,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.949751496,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS66,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,53.86,0.58,,17.29,,,,6.58,8.64,4.67,0.21,,0.94,4.49,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,30.0,,,,,,,,19.0,671.0,12.04,81.0,5.32,,,,,,,,,,,,,260.0,20.9,45.74,5.79,22.74,4.78,1.31,4.18,0.51,2.81,0.48,1.42,,1.48,0.22,2.61,0.34,,,,,,,,,,,4.68,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WSI10,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.804448128,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WSI10,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,48.3,1.99,,13.19,,,,15.53,9.21,5.89,0.25,,0.78,1.27,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,57.0,,,,,,,,16.0,102.0,37.27,126.0,0.53,,,,,,,,,,,,,172.0,13.2,33.39,4.65,21.15,5.54,1.77,6.63,1.27,7.6,1.6,4.76,,4.49,0.72,4.0,0.04,,,,,,,,,,,1.51,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS112,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.700492859,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS112,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,47.9,2.14,,13.14,,,,16.02,9.65,5.57,0.24,,0.66,1.43,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,56.0,,,,,,,,10.0,114.0,37.07,119.0,,,,,,,,,,,,,,123.0,12.96,31.07,4.19,19.28,5.36,1.74,7.01,1.18,7.67,1.61,4.24,,4.71,0.72,3.83,,,,,,,,,,,,1.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS97,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.927909613,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS97,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,50.24,1.44,,12.87,,,,14.52,10.31,5.26,0.27,,0.71,1.88,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,26.0,,,,,,,,17.0,129.0,31.08,113.0,0.76,,,,,,,,,,,,,256.0,12.13,31.27,4.28,18.06,4.56,1.25,5.7,1.03,6.26,1.29,3.6,,3.7,0.53,3.64,,,,,,,,,,,,1.59,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS130,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.098427542,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS130,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,52.34,0.68,,17.78,,,,8.65,10.77,5.24,0.21,,0.3,2.32,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,73.0,,,,,,,,4.0,112.0,16.52,88.0,3.92,,,,,,,,,,,,,74.0,7.04,15.82,2.12,8.64,2.25,0.62,2.58,0.47,3.04,0.61,1.71,,1.85,0.3,2.46,0.3,,,,,,,,,,,0.5,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS94,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.763723254,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS94,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,50.68,0.93,,14.41,,,,11.66,9.87,7.1,0.22,,0.54,2.39,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,83.0,,,,,,,,13.0,151.0,18.56,49.0,0.22,,,,,,,,,,,,,59.0,3.18,8.47,1.32,6.18,2.0,0.54,2.73,0.51,3.66,0.76,2.07,,2.1,0.27,1.67,,,,,,,,,,,,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS109,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.851504624,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS109,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,48.61,0.8,,15.65,,,,10.65,10.25,8.36,0.24,,0.21,2.62,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,,,,122.0,,,,,,,,5.0,104.0,19.82,39.0,0.86,,,,,,,,,,,,,23.0,2.31,6.21,0.98,5.68,2.05,0.93,3.21,0.59,4.2,0.86,2.53,,2.75,0.41,1.4,0.04,,,,,,,,,,,0.19,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS68,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.021057956,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS68,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,50.82,0.79,,14.27,,,,11.27,10.61,7.79,0.22,,0.37,1.16,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,,,,115.0,,,,,,,,13.0,194.0,15.48,34.0,2.0,,,,,,,,,,,,,159.0,2.1,6.06,0.97,5.06,1.71,0.7,2.4,0.49,3.03,0.66,1.94,,2.18,0.37,1.34,0.18,,,,,,,,,,,0.19,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS75,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.119839616,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS75,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,48.65,1.23,,15.21,,,,11.12,11.53,7.2,0.27,,0.22,2.1,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0,,,,205.0,,,,,,,,5.0,115.0,13.77,34.0,1.32,,,,,,,,,,,,,23.0,1.29,5.47,1.04,6.06,2.31,0.93,2.89,0.53,3.11,0.63,1.81,,1.54,0.22,1.46,0.11,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS74,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.038673718,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS74,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,51.51,0.59,,16.8,,,,8.38,11.26,6.22,0.21,,0.39,1.75,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,,,,190.0,,,,,,,,12.0,122.0,11.11,37.0,2.33,,,,,,,,,,,,,102.0,2.98,6.94,0.93,4.76,1.36,0.61,1.81,0.31,2.1,0.48,1.45,,1.62,0.27,1.22,0.2,,,,,,,,,,,0.28,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS122,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.011012022,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS122,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,49.69,1.43,,14.36,,,,12.34,9.23,7.32,0.23,,0.22,2.77,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,65.0,,,,,,,,4.0,149.0,28.87,85.0,2.87,,,,,,,,,,,,,47.0,4.3,12.18,2.06,10.02,3.36,0.81,4.57,0.83,5.51,1.15,3.31,,3.29,0.52,2.6,0.17,,,,,,,,,,,0.21,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS129,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.123446204,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS129,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,49.96,0.87,,13.56,,,,12.2,10.93,7.14,0.23,,0.41,1.81,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,46.0,,,,,,,,8.0,147.0,19.5,46.0,1.81,,,,,,,,,,,,,141.0,4.44,11.27,1.62,7.33,2.12,0.72,3.06,0.51,3.8,0.85,2.16,,2.37,0.36,1.49,0.07,,,,,,,,,,,0.14,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS36,BASALT,38.5,113.0,2500.0,ARCHEAN,2500.0,2538.9,2543.0,2547.1,0.008585603,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),North China Craton,,38.5,38.5,113.0,113.0,,,,WS36,BASALT,2500000000.0,2500000000.0,PALEO,,,,,BASALT,,,,,WR,49.68,0.87,,13.49,,,,12.33,10.81,7.54,0.25,,0.7,1.06,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,,,,60.0,,,,,,,,18.0,143.0,18.11,10.0,1.98,,,,,,,,,,,,,102.0,4.51,11.44,1.63,7.95,2.42,0.79,3.17,0.61,3.83,0.82,2.48,,2.26,0.36,0.45,0.2,,,,,,,,,,,0.38,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
