Craton,REFERENCE,SAMPLE_ID,ROCK_NAME,LATITUDE,LONGITUDE,MIN_AGE,AGE,MAX_AGE,C_MIN_AGE,C_AGE,C_MAX_AGE,Arc_probability3,CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HE10-1,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.003704469,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HE10-1,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,47.0,0.33,,8.24,,,,15.93,8.7,11.2,0.24,,1.25,2.35,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,270.0,1238.0,,,,819.0,,,,,,,,,,15.0,109.0,30.41,,,,,,,,,,,,,,22.14,51.39,6.18,25.16,5.23,1.43,4.26,0.51,3.04,0.5,1.24,,0.97,0.15,2.78,1.71,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HE10-2,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.004599552,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HE10-2,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,47.8,0.33,,8.23,,,,14.13,11.4,9.47,0.23,,0.1,2.7,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,295.0,925.0,,,,508.0,,,,,,,,,,16.2,120.0,34.55,,,,,,,,,,,,,,22.62,54.02,6.75,28.19,5.73,1.71,4.92,0.59,3.41,0.56,1.41,,1.12,0.15,3.24,1.97,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HE11-1,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.000972379,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HE11-1,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,49.7,0.33,,14.1,,,,11.43,12.4,5.53,0.25,,0.16,1.9,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,367.0,260.0,,,,96.0,,,,,,,,,,25.7,120.0,13.38,,,,,,,,,,,,,,13.43,32.92,4.41,21.92,5.77,1.86,5.82,0.81,4.98,0.9,2.41,,1.94,0.27,4.1,0.68,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HE11-2,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.000881454,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HE11-2,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,49.6,0.33,,13.8,,,,12.69,11.6,5.97,0.25,,0.13,1.64,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,346.0,241.0,,,,91.0,,,,,,,,,,25.6,115.0,13.49,,,,,,,,,,,,,,12.48,32.78,4.51,21.14,5.48,1.78,5.98,0.85,4.9,0.9,2.4,,2.03,0.27,3.89,0.68,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HE-13,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.010058416,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HE-13,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,48.0,0.33,,14.1,,,,15.57,8.73,5.13,0.22,,0.24,3.39,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,362.0,237.0,,,,72.0,,,,,,,,,,35.1,113.0,7.12,,,,,,,,,,,,,,6.95,19.41,2.79,14.11,4.48,1.59,5.61,0.9,6.11,1.27,3.89,,3.8,0.52,3.45,0.39,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HE-14,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.002667199,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HE-14,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,48.7,0.33,,13.9,,,,12.42,8.47,9.83,0.2,,0.27,2.57,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,269.0,619.0,,,,202.0,,,,,,,,,,30.9,94.0,4.85,,,,,,,,,,,,,,4.28,12.41,1.85,9.52,3.29,0.98,4.3,0.76,5.28,1.09,3.34,,3.13,0.48,2.6,0.25,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HE-16,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.003884593,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HE-16,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,48.2,0.33,,13.7,,,,12.06,10.2,9.32,0.17,,0.21,2.48,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,269.0,560.0,,,,131.0,,,,,,,,,,30.9,89.0,4.82,,,,,,,,,,,,,,5.11,13.85,1.98,10.3,3.39,1.09,4.49,0.73,5.09,1.07,3.21,,3.04,0.46,2.45,0.26,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HE95-1,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.001043863,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HE95-1,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,47.6,0.33,,13.2,,,,11.52,10.6,5.46,0.26,,0.33,2.93,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,378.0,176.0,,,70.0,105.0,,,,,,,,,,26.0,127.0,13.27,,,,,,,,,,,,,,12.92,34.36,4.76,21.73,5.88,1.903,5.87,0.931,4.93,0.952,2.49,,2.17,0.317,3.46,0.72,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HE95-25,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.108329564,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HE95-25,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,50.53,0.33,,15.74,,,,12.59,9.69,5.9,0.2,,0.64,2.26,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,308.0,239.0,,,58.0,124.0,,,,,,,,,,22.6,59.0,2.31,,,,,,,,,,,,,,3.65,9.39,1.42,6.45,2.15,0.902,3.45,0.567,3.84,0.841,2.38,,2.47,0.395,1.88,0.16,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HE95-4,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.005921108,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HE95-4,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,50.09,0.33,,13.76,,,,14.25,8.68,6.49,0.17,,0.7,2.84,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,337.0,182.0,,,57.0,80.0,,,,,,,,,,26.5,67.0,3.52,,,,,,,,,,,,,,4.15,11.73,1.76,8.82,2.79,1.02,3.66,0.637,4.18,0.909,2.75,,2.67,0.404,2.28,0.19,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HE95-9,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.063802063,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HE95-9,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,50.51,0.33,,14.11,,,,11.85,11.31,7.08,0.17,,0.48,2.29,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,277.0,215.0,,,51.0,92.0,,,,,,,,,,19.4,51.0,2.39,,,,,,,,,,,,,,3.74,9.76,1.35,6.46,1.92,0.738,2.7,0.475,3.32,0.728,2.12,,2.07,0.303,1.65,0.15,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HE96-4,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.004018852,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HE96-4,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,52.15,0.33,,14.36,,,,11.92,8.84,6.48,0.16,,0.52,2.45,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,306.0,157.0,,,51.0,78.0,,,,,,,,,,34.9,110.0,6.77,,,,,,,,,,,,,,7.13,19.51,2.9,14.67,4.31,1.376,5.47,0.934,6.44,1.346,3.93,,3.78,0.522,3.94,0.39,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HEG-12,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.093518674,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HEG-12,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,50.43,0.33,,14.34,,,,10.8,12.2,8.66,0.24,,0.41,1.13,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,292.0,638.0,,,66.0,129.0,,,,,,,,,,16.1,34.0,1.47,,,,,,,,,,,,,,1.94,5.01,0.82,4.21,1.46,0.535,2.11,0.383,2.68,0.595,1.9,,1.81,0.272,1.04,0.09,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HEG-14,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.134526297,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HEG-14,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,47.12,0.33,,14.09,,,,12.96,10.91,10.6,0.32,,0.42,1.52,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,310.0,667.0,,,76.0,153.0,,,,,,,,,,16.7,31.0,1.5,,,,,,,,,,,,,,1.74,4.83,0.77,4.16,1.43,0.514,2.17,0.373,2.7,0.624,1.91,,1.91,0.282,0.94,0.09,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HEG-15,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.088170394,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HEG-15,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,50.57,0.33,,12.87,,,,11.67,10.54,9.56,0.21,,0.29,2.2,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,279.0,605.0,,,66.0,119.0,,,,,,,,,,17.7,48.0,1.99,,,,,,,,,,,,,,2.95,7.96,1.19,5.95,1.93,0.634,2.7,0.453,3.08,0.684,2.0,,1.88,0.282,1.39,0.12,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",HEG-17,BASALT,48.6,-87.85,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.137521505,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-87.85,-87.85,,,,HEG-17,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,52.03,0.33,,15.24,,,,9.69,8.46,7.55,0.22,,0.65,3.43,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,336.0,682.0,,,71.0,178.0,,,,,,,,,,15.8,36.0,1.6,,,,,,,,,,,,,,2.07,5.66,0.88,4.42,1.51,0.545,2.04,0.384,2.65,0.616,1.8,,1.76,0.273,1.02,0.1,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",SC-19,BASALT,48.8,-87.27,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.025739297,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.8,48.8,-87.27,-87.27,,,,SC-19,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,52.6,0.33,,12.8,,,,11.7,10.0,7.2,0.21,,0.35,1.92,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,251.0,724.0,,,,231.0,,,,,,,,,,17.8,59.0,2.57,,,,,,,,,,,,,,4.06,10.37,1.46,7.57,2.11,0.67,2.85,0.46,3.09,0.6,1.77,,1.74,0.24,1.6,0.14,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",SC-21,BASALT,48.8,-87.27,2500.0,ARCHEAN,3850.0,2700.0,2725.0,2750.0,0.003993769,"GEOCHEMICAL DIVERSITY IN OCEANIC KOMATIITES AND BASALTS FROM THE LATE ARCHEAN WAWA GREENSTONE BELTS, SUPERIOR PROVINCE, CANADA: TRACE ELEMENT AND ND ISOTOPE EVIDENCE FOR A HETEROGENEOUS MANTLE",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.8,48.8,-87.27,-87.27,,,,SC-21,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,49.2,0.33,,14.0,,,,11.79,11.3,7.59,0.24,,0.48,1.28,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,227.0,431.0,,,,101.0,,,,,,,,,,29.6,90.0,4.53,,,,,,,,,,,,,,5.37,13.94,2.02,9.74,3.23,1.15,4.32,0.71,5.11,1.05,3.08,,3.13,0.47,2.31,0.25,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
