Craton,REFERENCE,SAMPLE_ID,ROCK_NAME,LATITUDE,LONGITUDE,MIN_AGE,AGE,MAX_AGE,C_MIN_AGE,C_AGE,C_MAX_AGE,Arc_probability3,CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
Superior,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,P9-160,THOLEIITE,48.6,-80.5,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.998754025,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-80.5,-80.5,,,,P9-160,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,51.17,1.12,,9.61,,,,11.42,11.88,10.25,0.18,,0.05,3.18,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,,274.0,606.0,,,,172.0,,,,,,,,3.0,81.0,21.0,68.0,3.8,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,P9-161,THOLEIITE,48.6,-80.5,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.998956561,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-80.5,-80.5,,,,P9-161,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,49.39,1.22,,14.37,,,,13.61,10.74,5.9,0.22,,0.43,2.92,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,,297.0,124.0,,,,103.0,,,,,,,,11.0,234.0,21.0,65.0,4.7,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,P9-135,THOLEIITE,48.6,-80.5,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.989864409,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-80.5,-80.5,,,,P9-135,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,49.9,1.6,,14.61,,,,13.5,7.58,5.73,0.17,,0.15,4.75,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,278.0,17.0,,,,50.0,,,,,,,,2.8,186.0,29.8,101.0,5.4,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,P9-101,BASALT,48.6,-80.5,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.99320507,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-80.5,-80.5,,,,P9-101,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,50.14,1.45,,13.04,,,,14.14,11.71,5.52,0.26,,0.86,1.27,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,298.0,109.0,,,,62.0,,,,,,,,14.4,143.0,27.2,98.0,5.6,,,,,,,,,,,,,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,P9-146,BASALT,48.2,-80.1,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.998180509,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.2,48.2,-80.1,-80.1,,,,P9-146,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,51.8,1.9,,13.96,,,,14.14,7.72,5.56,0.35,,0.19,2.71,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,417.0,241.0,,,,85.0,,,,,,,,5.6,84.0,43.9,129.0,7.5,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,P9-147,BASALT,48.2,-80.1,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.995534301,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.2,48.2,-80.1,-80.1,,,,P9-147,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,53.02,1.91,,14.76,,,,12.34,5.76,4.7,0.27,,0.22,5.37,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,363.0,266.0,,,,124.0,,,,,,,,8.4,52.0,48.5,125.0,6.9,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,P9-148,BASALT,48.2,-80.1,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.997593582,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.2,48.2,-80.1,-80.1,,,,P9-148,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,49.99,1.96,,14.31,,,,16.34,7.29,5.19,0.39,,0.95,1.65,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,450.0,212.0,,,,57.0,,,,,,,,26.5,41.1,47.0,113.0,5.0,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,P9-209,BASALT,48.2,-80.1,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.952356458,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.2,48.2,-80.1,-80.1,,,,P9-209,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,51.87,1.99,,12.82,,,,15.88,6.44,5.04,0.26,,0.04,3.55,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,268.0,249.0,,,,72.0,,,,,,,,2.0,100.0,53.0,138.0,6.9,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,P9-208,BASALT,48.2,-80.1,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.994378626,GEOCHEMISTRY OF MUNRO TOWNSHIP BASALTS,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.2,48.2,-80.1,-80.1,,,,P9-208,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,51.08,2.07,,13.6,,,,15.59,6.78,4.42,0.24,,0.16,3.94,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,270.0,416.0,,,,95.0,,,,,,,,4.0,114.0,52.0,133.0,5.0,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"GEOCHEMISTRY OF THE DUNDONALD KOMATIITE-BASALT SUITE AND GENESIS OF DUNDEAL NI DEPOSIT, ABITIBI SUBPROVINCE, CANADA",96TB0006,BASALT,48.2,-80.1,2710.0,ARCHEAN,2720.0,2714.0,2716.0,2718.0,0.544722915,"GEOCHEMISTRY OF THE DUNDONALD KOMATIITE-BASALT SUITE AND GENESIS OF DUNDEAL NI DEPOSIT, ABITIBI SUBPROVINCE, CANADA",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.2,48.2,-80.1,-80.1,,,,96TB0006,BASALT,2710000000.0,2720000000.0,PALEO,,,,,BASALT,,,,,WR,47.9,0.62,,10.8,,,,10.08,9.42,13.0,0.18,,0.03,2.4,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,210.0,1400.0,,,63.0,450.0,89.0,96.0,12.0,,,,,1.0,47.0,17.0,44.0,1.7,,,,,,,,,,,,0.72,70.0,2.3,5.5,0.92,4.7,1.5,0.53,2.2,0.42,2.8,0.57,1.6,,1.7,0.27,5.5,0.2,,,,,,,,,2.0,,0.24,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"GEOCHEMISTRY OF THE DUNDONALD KOMATIITE-BASALT SUITE AND GENESIS OF DUNDEAL NI DEPOSIT, ABITIBI SUBPROVINCE, CANADA",96TB0015,BASALT,48.2,-80.1,2710.0,ARCHEAN,2720.0,2714.0,2716.0,2718.0,0.10395138,"GEOCHEMISTRY OF THE DUNDONALD KOMATIITE-BASALT SUITE AND GENESIS OF DUNDEAL NI DEPOSIT, ABITIBI SUBPROVINCE, CANADA",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.2,48.2,-80.1,-80.1,,,,96TB0015,BASALT,2710000000.0,2720000000.0,PALEO,,,,,BASALT,,,,,WR,49.2,0.95,,9.0,,,,12.51,11.5,11.5,0.22,,0.01,0.9,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,230.0,1200.0,,,58.0,380.0,210.0,95.0,13.0,,,,,1.0,67.0,18.0,63.0,3.3,,,,,,,,,,,,0.5,62.0,4.0,11.0,1.7,9.0,2.6,1.0,3.4,0.54,3.0,0.66,1.7,,1.6,0.26,2.8,0.2,,,,,,,,,2.0,,0.34,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"GEOCHEMISTRY OF THE DUNDONALD KOMATIITE-BASALT SUITE AND GENESIS OF DUNDEAL NI DEPOSIT, ABITIBI SUBPROVINCE, CANADA",96TB0016,BASALT,48.2,-80.1,2710.0,ARCHEAN,2720.0,2714.0,2716.0,2718.0,0.210127935,"GEOCHEMISTRY OF THE DUNDONALD KOMATIITE-BASALT SUITE AND GENESIS OF DUNDEAL NI DEPOSIT, ABITIBI SUBPROVINCE, CANADA",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.2,48.2,-80.1,-80.1,,,,96TB0016,BASALT,2710000000.0,2720000000.0,PALEO,,,,,BASALT,,,,,WR,53.4,1.04,,9.9,,,,11.43,9.6,8.39,0.21,,0.03,2.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,230.0,230.0,,,41.0,130.0,120.0,88.0,13.0,,,,,1.0,92.0,19.0,70.0,3.8,,,,,,,,,,,,0.34,75.0,4.4,11.0,1.9,10.0,2.9,0.87,3.7,0.59,3.3,0.71,1.8,,1.8,0.29,1.9,0.2,,,,,,,,,3.0,,0.41,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"GEOCHEMISTRY OF THE DUNDONALD KOMATIITE-BASALT SUITE AND GENESIS OF DUNDEAL NI DEPOSIT, ABITIBI SUBPROVINCE, CANADA",96TB0057,BASALT,48.2,-80.1,2710.0,ARCHEAN,2720.0,2714.0,2716.0,2718.0,0.934411168,"GEOCHEMISTRY OF THE DUNDONALD KOMATIITE-BASALT SUITE AND GENESIS OF DUNDEAL NI DEPOSIT, ABITIBI SUBPROVINCE, CANADA",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.2,48.2,-80.1,-80.1,,,,96TB0057,BASALT,2710000000.0,2720000000.0,PALEO,,,,,BASALT,,,,,WR,53.2,0.32,,18.6,,,,6.03,8.29,5.71,0.16,,0.11,1.8,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,200.0,510.0,,,220.0,6500.0,48.0,240.0,9.3,,,,,2.0,30.0,14.0,22.0,1.0,,,,,,,,,,,,0.14,92.0,1.1,3.2,0.51,2.9,0.77,0.29,1.2,0.25,1.8,0.43,1.5,,1.8,0.28,1.4,0.2,,,,,,,,,2.0,,0.15,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",71J581,BASALT,48.25,-79.5,2500.0,ARCHEAN,3850.0,2701.0,2701.5,2702.0,0.998751402,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.25,48.25,-79.5,-79.5,,,,71J581,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,50.6,2.46,,12.2,,,,14.88,8.72,3.81,0.23,,0.38,2.59,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",72J507,BASALT,48.25,-79.5,2500.0,ARCHEAN,3850.0,2701.0,2701.5,2702.0,0.999934673,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.25,48.25,-79.5,-79.5,,,,72J507,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,48.1,1.02,,15.8,,,,10.89,9.86,9.97,,,0.1,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",8,BASALT,48.2,-80.0,2500.0,ARCHEAN,3850.0,2701.0,2701.5,2702.0,0.999711215,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.2,48.2,-80.0,-80.0,,,,8,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,47.61,1.24,,13.8,,,,14.36,11.25,6.13,,,0.44,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.006,,,,97.0,108.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",72J576,BASALT,48.25,-79.5,2500.0,ARCHEAN,3850.0,2701.0,2701.5,2702.0,0.999227285,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.25,48.25,-79.5,-79.5,,,,72J576,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,47.7,2.36,,13.0,,,,18.18,6.65,5.85,0.27,,0.39,2.4,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",73J1089,BASALT,48.25,-79.5,2500.0,ARCHEAN,3850.0,2701.0,2701.5,2702.0,0.999930263,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.25,48.25,-79.5,-79.5,,,,73J1089,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,47.7,1.11,,15.7,,,,10.71,11.7,6.39,0.2,,0.48,2.18,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",72D536,BASALT,48.25,-79.5,2500.0,ARCHEAN,3850.0,2701.0,2701.5,2702.0,0.999934673,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.25,48.25,-79.5,-79.5,,,,72D536,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,46.6,0.83,,14.5,,,,11.17,10.5,9.29,0.2,,0.17,1.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",74J1237,BASALT,48.25,-79.5,2500.0,ARCHEAN,3850.0,2701.0,2701.5,2702.0,0.999180377,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.25,48.25,-79.5,-79.5,,,,74J1237,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,47.2,2.36,,14.5,,,,16.47,9.7,4.61,0.25,,0.17,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",72J505,BASALT,48.25,-79.5,2500.0,ARCHEAN,3850.0,2701.0,2701.5,2702.0,0.999934673,"GEOLOGY AND PETROGENESIS OF THE ARCHEAN ABITIBI BELT IN THE KIRKLAND LAKE AREA, ONTARIO",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.25,48.25,-79.5,-79.5,,,,72J505,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,47.7,0.73,,17.3,,,,9.36,8.97,9.76,,,0.63,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"HFSE/REE FRACTIONATIONS RECORDED IN THREE KOMATIITE-BASALT SEQUENCES, ARCHEAN ABITIBI GREENSTONE BELT; IMPLICATIONS FOR MULTIPLE PLUME SOURCES AND DEPTHS",T7,THOLEIITE,48.47,-81.4,2700.0,ARCHEAN,2700.0,2710.0,2717.5,2725.0,0.101224303,"HFSE/REE FRACTIONATIONS RECORDED IN THREE KOMATIITE-BASALT SEQUENCES, ARCHEAN ABITIBI GREENSTONE BELT; IMPLICATIONS FOR MULTIPLE PLUME SOURCES AND DEPTHS",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.47,48.47,-81.4,-81.4,,,,T7,THOLEIITE,2700000000.0,2700000000.0,PALEO,,,,,THOLEIITE,,,,,WR,50.7,0.64,,15.4,,,,12.24,7.4,5.83,0.3,,0.06,2.58,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2,,,,,,,,,,,,,,,,,25.89,39.41,1.9,,,,,,,,,,,,,,2.29,6.25,0.94,5.27,1.5,0.49,2.17,0.43,3.65,0.91,3.17,,3.4,0.48,1.02,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"HFSE/REE FRACTIONATIONS RECORDED IN THREE KOMATIITE-BASALT SEQUENCES, ARCHEAN ABITIBI GREENSTONE BELT; IMPLICATIONS FOR MULTIPLE PLUME SOURCES AND DEPTHS",T8,THOLEIITE,48.47,-81.4,2500.0,ARCHEAN,3850.0,2710.0,2717.5,2725.0,0.167550787,"HFSE/REE FRACTIONATIONS RECORDED IN THREE KOMATIITE-BASALT SEQUENCES, ARCHEAN ABITIBI GREENSTONE BELT; IMPLICATIONS FOR MULTIPLE PLUME SOURCES AND DEPTHS",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.47,48.47,-81.4,-81.4,,,,T8,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,45.7,0.53,,14.8,,,,11.43,11.4,6.08,0.4,,0.05,1.87,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.88,,,,,,,,,,,,,,,,,23.38,25.34,1.75,,,,,,,,,,,,,,1.54,4.72,0.78,3.85,1.28,0.43,1.97,0.4,3.22,0.87,2.91,,3.43,0.54,0.66,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,"HFSE/REE FRACTIONATIONS RECORDED IN THREE KOMATIITE-BASALT SEQUENCES, ARCHEAN ABITIBI GREENSTONE BELT; IMPLICATIONS FOR MULTIPLE PLUME SOURCES AND DEPTHS",MP-14,THOLEIITE,48.2,-80.1,2500.0,ARCHEAN,3850.0,2710.0,2717.5,2725.0,0.071934499,"HFSE/REE FRACTIONATIONS RECORDED IN THREE KOMATIITE-BASALT SEQUENCES, ARCHEAN ABITIBI GREENSTONE BELT; IMPLICATIONS FOR MULTIPLE PLUME SOURCES AND DEPTHS",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.2,48.2,-80.1,-80.1,,,,MP-14,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,49.5,0.89,,7.08,,,,12.15,11.4,12.6,0.24,,0.12,1.28,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.13,,,,,,,,,,,,,,,,,13.77,57.27,3.2,,,,,,,,,,,,,,3.57,9.87,1.57,8.41,2.41,0.75,2.93,0.44,3.01,0.57,1.68,,1.54,0.22,1.88,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
